Time,Frame,EyeTrackingEnabled,EyeCalibrationValid,EyeTrackingEnabledAndValid,EyeTrackingDataValid,EyeGazeOrigin.x,EyeGazeOrigin.y,EyeGazeOrigin.z,EyeGazeDirection.x,EyeGazeDirection.y,EyeGazeDirection.z,EyeHitInfo.point.x,EyeHitInfo.point.y,EyeHitInfo.point.z,EyeHitPosition.x,EyeHitPosition.y,EyeHitPosition.z,EyeHitNormal.x,EyeHitNormal.y,EyeHitNormal.z,LocalEyeHitPosition.x,LocalEyeHitPosition.y,LocalEyeHitPosition.z,HeadGazeOrigin.x,HeadGazeOrigin.y,HeadGazeOrigin.z,HeadRotation.x,HeadRotation.y,HeadRotation.z,HeadRotation.w,HeadEulerAngles.x,HeadEulerAngles.y,HeadEulerAngles.z,transform.position.x,transform.position.y,transform.position.z,localTransform.position.x,localTransform.position.y,localTransform.position.z,localXAxis.x,localXAxis.y,localXAxis.z,localYAxis.x,localYAxis.y,localYAxis.z,localZAxis.x,localZAxis.y,localZAxis.z,Movement,GazeAngleX,GazeAngleY,TargetAngleX,TargetAngleY
05/03/2023 13:53:59.8002,0,True,True,True,True,1.182728,0.2970577,-3.268112,-0.441591,-0.1603648,0.8827686,0,0,0,0,0,0,0,0,0,0.5428355,0.2286348,3.500972,1.400259,0.2919165,-3.249278,0.06920487,-0.2760903,0.03674133,0.9579327,8.793576,327.988,1.865914,0.7681898,0.1674294,-2.482912,-0.1287402,0.03174978,0.9923427,0.8448485,0.03217787,0.5340372,-0.108605,0.9877215,0.1122994,-0.5238664,-0.1528751,0.8379697,start,-26.57578,-10.29614,-7.391901,1.83254
05/03/2023 13:53:59.8201,1,True,True,True,True,1.191681,0.2967606,-3.267,-0.4491081,-0.1607911,0.8788902,0,0,0,0,0,0,0,0,0,0.5511419,0.2684223,3.498024,1.407714,0.2902668,-3.247469,0.07444753,-0.2780128,0.03787882,0.9569388,9.412724,327.7491,1.806557,0.7681898,0.1674294,-2.482912,-0.1315312,0.04454626,0.9946581,0.8425482,0.03110068,0.5377223,-0.1138901,0.9860455,0.1214219,-0.5264423,-0.163545,0.8343329,start,-27.06679,-10.36749,-7.532949,2.564307
05/03/2023 13:53:59.8361,2,True,True,True,True,1.200545,0.296681,-3.265745,-0.4565681,-0.1610312,0.874994,0,0,0,0,0,0,0,0,0,0.5544333,0.3651091,3.490659,1.414225,0.2904341,-3.246694,0.08776475,-0.2787394,0.04077203,0.9554787,10.97871,327.6358,1.69202,0.7681898,0.1674294,-2.482912,-0.1347629,0.07197959,0.9962487,0.8412839,0.02898662,0.5398158,-0.1268406,0.98127,0.1449851,-0.5255024,-0.1904442,0.8292034,start,-27.55536,-10.42786,-7.703659,4.132475
05/03/2023 13:53:59.8503,3,True,True,True,True,1.209315,0.2967151,-3.264375,-0.4638852,-0.1607459,0.8711895,0,0,0,0,0,0,0,0,0,0.5612588,0.381818,3.48717,1.420774,0.2960913,-3.242666,0.09003846,-0.2804848,0.04778662,0.9544308,11.45965,327.4853,2.380593,0.7681898,0.1674294,-2.482912,-0.1388467,0.07671367,0.997238,0.8380894,0.04070919,0.5440118,-0.1417268,0.979219,0.1450641,-0.5268012,-0.1986777,0.8264428,start,-28.03411,-10.45425,-7.926406,4.39888
05/03/2023 13:53:59.8703,4,True,True,True,True,1.217964,0.2968222,-3.263012,-0.4713468,-0.1604774,0.867225,0,0,0,0,0,0,0,0,0,0.5663185,0.3052147,3.492579,1.427399,0.2992389,-3.23805,0.07940066,-0.2827311,0.04948477,0.9546256,10.34515,327.2662,2.888936,0.7681898,0.1674294,-2.482912,-0.1435646,0.0557223,0.9992243,0.8352289,0.04958077,0.5476628,-0.1393769,0.9824936,0.123614,-0.5319463,-0.1795776,0.8275174,start,-28.52459,-10.48383,-8.176077,3.191826
05/03/2023 13:53:59.8803,5,True,True,True,True,1.22651,0.2969678,-3.261584,-0.4787306,-0.1602476,0.8632135,0,0,0,0,0,0,0,0,0,0.5882698,0.3279313,3.488206,1.433487,0.301136,-3.236605,0.08300175,-0.2863903,0.04908348,0.9532483,10.74023,326.8082,2.685663,0.7681898,0.1674294,-2.482912,-0.1414528,0.06074314,1.002423,0.8311428,0.04603568,0.55415,-0.1411193,0.9814031,0.1301285,-0.537854,-0.1863566,0.8221827,start,-29.01236,-10.51671,-8.032027,3.467672
05/03/2023 13:53:59.9001,6,True,True,True,True,1.234978,0.2970635,-3.260164,-0.4862099,-0.1598545,0.8590963,0,0,0,0,0,0,0,0,0,0.6052063,0.3389714,3.484043,1.439643,0.3021936,-3.233549,0.08534899,-0.289632,0.04461625,0.9522807,10.85925,326.3633,2.073569,0.7681898,0.1674294,-2.482912,-0.1411325,0.0606062,1.004428,0.8282455,0.03553478,0.5592377,-0.1344139,0.9814498,0.1367078,-0.5440059,-0.1883969,0.8176578,start,-29.50791,-10.54064,-7.998289,3.452986
05/03/2023 13:53:59.9198,7,True,True,True,True,1.243381,0.2972007,-3.258696,-0.4935323,-0.1597438,0.8549315,0,0,0,0,0,0,0,0,0,0.61098,0.3425837,3.483742,1.44655,0.3017218,-3.231653,0.08581143,-0.2913339,0.04422412,0.951738,10.90073,326.1509,1.994758,0.7681898,0.1674294,-2.482912,-0.1442496,0.06223817,1.007044,0.8263376,0.03418002,0.5621369,-0.1341791,0.9813613,0.137572,-0.5469571,-0.189108,0.8155219,start,-29.99685,-10.58366,-8.151632,3.536542
05/03/2023 13:53:59.9364,8,True,True,True,True,1.25174,0.2974092,-3.257113,-0.5010388,-0.1589518,0.8507023,0,0,0,0,0,0,0,0,0,0.6277295,0.3629326,3.479931,1.453725,0.3021279,-3.229719,0.08806165,-0.2943563,0.04983126,0.9503245,11.34467,325.8289,2.505943,0.7681898,0.1674294,-2.482912,-0.1447393,0.07161573,1.009824,0.8217425,0.04286874,0.5682443,-0.1465547,0.979524,0.138038,-0.5506914,-0.1967106,0.8111991,start,-30.49684,-10.58355,-8.156717,4.056568
05/03/2023 13:53:59.9501,9,True,True,True,True,1.260039,0.2976139,-3.255497,-0.5084618,-0.1579257,0.8464786,0,0,0,0,0,0,0,0,0,0.6386342,0.3183963,3.481339,1.459868,0.3041543,-3.225714,0.0817389,-0.2970911,0.05251786,0.9498935,10.74811,325.5457,2.987569,0.7681898,0.1674294,-2.482912,-0.1471425,0.06062803,1.011702,0.8179576,0.05120496,0.5729952,-0.1483406,0.9811212,0.1240813,-0.5558242,-0.1864917,0.8101113,start,-30.99235,-10.56805,-8.27511,3.42945
