,Unnamed: 0,Time,Frame,EyeTrackingEnabled,EyeCalibrationValid,EyeTrackingEnabledAndValid,EyeTrackingDataValid,EyeGazeOrigin.x,EyeGazeOrigin.y,EyeGazeOrigin.z,EyeGazeDirection.x,EyeGazeDirection.y,EyeGazeDirection.z,EyeHitInfo.point.x,EyeHitInfo.point.y,EyeHitInfo.point.z,EyeHitPosition.x,EyeHitPosition.y,EyeHitPosition.z,EyeHitNormal.x,EyeHitNormal.y,EyeHitNormal.z,LocalEyeHitPosition.x,LocalEyeHitPosition.y,LocalEyeHitPosition.z,HeadGazeOrigin.x,HeadGazeOrigin.y,HeadGazeOrigin.z,HeadRotation.x,HeadRotation.y,HeadRotation.z,HeadRotation.w,HeadEulerAngles.x,HeadEulerAngles.y,HeadEulerAngles.z,transform.position.x,transform.position.y,transform.position.z,localTransform.position.x,localTransform.position.y,localTransform.position.z,localXAxis.x,localXAxis.y,localXAxis.z,localYAxis.x,localYAxis.y,localYAxis.z,localZAxis.x,localZAxis.y,localZAxis.z,Movement,GazeAngleX,GazeAngleY,TargetAngleX,TargetAngleY,CalibratedGazeAngleX,CalibratedGazeAngleY,euclideanError,recalibratedEuclideanError
25,25,05/04/2023 10:11:00.957405,237,True,True,True,True,1.300383,-0.2653732,-3.005088,-0.0005318761,-0.3681944,0.9297487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.313611,0.79978,2.913815,1.304275,-0.2615998,-3.014295,0.09013104,0.001683583,0.0006426061,0.9959283,10.34215,0.202059,0.09222427,1.31199,-1.034867,-1.009561,-1.345761e-07,-0.4008,2.111,0.9999935,0.001583465,-0.003237618,-0.0009764929,0.983752,0.1795302,0.003469293,-0.1795259,0.9837471,static,-0.03277687,-21.60431,-3.652602e-06,-10.75037,0.0328218414643846,-11.118184172963227,10.853989478868066,0.36927601992726916
26,26,05/04/2023 10:11:00.977517,238,True,True,True,True,1.300468,-0.2653723,-3.00509,-0.0008401751,-0.3684038,0.9296654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.312982,0.8004035,2.913951,1.304229,-0.2615655,-3.014341,0.09027139,0.001571877,0.0005662832,0.9959158,10.35832,0.1883154,0.08222638,1.311392,-1.035398,-1.009823,-1.288718e-07,-0.4007998,2.111,0.9999945,0.001411732,-0.003028676,-0.0008441496,0.9837015,0.1798072,0.003233152,-0.1798036,0.9836972,static,-0.05178043,-21.61722,-3.497778e-06,-10.75037,0.0149335712872166,-11.130458592532095,10.866973349245423,0.3803819845961269
27,27,05/04/2023 10:11:00.997638,239,True,True,True,True,1.300578,-0.2653723,-3.005093,-0.001103067,-0.3684925,0.9296301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.312469,0.8003389,2.914127,1.304215,-0.261574,-3.014276,0.09023091,0.001498905,0.0006272439,0.9959196,10.35366,0.1804856,0.08852324,1.311149,-1.035244,-1.009694,-1.799781e-07,-0.4008001,2.111,0.9999948,0.001519864,-0.002872384,-0.0009788738,0.983716,0.1797273,0.003098771,-0.1797236,0.9837123,static,-0.06798519,-21.62269,-4.884882e-06,-10.75037,-0.0002810683928611,-11.135595417752558,10.872532524866683,0.3852255167560484
28,28,05/04/2023 10:11:01.007520,240,True,True,True,True,1.300686,-0.265375,-3.005088,-0.001358783,-0.3685824,0.9295942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.311713,0.8016039,2.914134,1.30417,-0.2616135,-3.014305,0.09043244,0.001380551,0.0006322993,0.9959015,10.37686,0.1668323,0.0879033,1.310621,-1.036095,-1.010035,-1.008739e-07,-0.4008,2.111,0.9999954,0.001509108,-0.002635424,-0.001009722,0.9836432,0.1801253,0.002864145,-0.1801218,0.9836401,static,-0.0837489,-21.62824,-2.737872e-06,-10.75037,-0.0150832217475295,-11.140812682701924,10.878192366223866,0.3907338089664051
29,29,05/04/2023 10:11:01.027644,241,True,True,True,True,1.300838,-0.2653779,-3.005082,-0.0016523,-0.3685644,0.9296007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.311724,0.8018546,2.913916,1.304268,-0.2616805,-3.014117,0.09049581,0.001355097,0.0005714662,0.9958959,10.38416,0.1632455,0.08058883,1.310542,-1.036417,-1.009946,-2.156012e-07,-0.4007998,2.111,0.9999956,0.001383503,-0.00259564,-0.00089298,0.9836203,0.1802504,0.002802501,-0.1802472,0.9836173,static,-0.1018391,-21.62714,-5.851747e-06,-10.75037,-0.0320172420618009,-11.13961241497746,10.87724669405589,0.3905565090065349
30,30,05/04/2023 10:11:01.037536,242,True,True,True,True,1.300982,-0.2653752,-3.00507,-0.001925707,-0.3685453,0.9296077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.311541,0.8024491,2.913851,1.304247,-0.2617112,-3.01414,0.09054165,0.001347947,0.0006828199,0.9958916,10.38942,0.1635956,0.09344133,1.310623,-1.036632,-1.01004,-1.420849e-07,-0.4008,2.111,0.9999955,0.00160412,-0.002561171,-0.001115938,0.9836035,0.1803412,0.002808466,-0.1803375,0.9836007,static,-0.1186895,-21.62597,-3.856403e-06,-10.75037,-0.0477896743504875,-11.138354499942938,10.876247590138613,0.39091617591611905
31,31,05/04/2023 10:11:01.057592,243,True,True,True,True,1.301123,-0.2653755,-3.005059,-0.002070463,-0.3684199,0.9296572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.311979,0.802285,2.913516,1.304223,-0.2615749,-3.013986,0.0905152,0.001437586,0.0007494573,0.9958938,10.38636,0.1746951,0.1021131,1.311048,-1.036388,-1.009845,-2.162997e-07,-0.4008,2.111,0.9999948,0.001753006,-0.002727692,-0.001232513,0.9836128,0.1802892,0.002999041,-0.1802849,0.9836099,static,-0.1276046,-21.61825,-5.870705e-06,-10.75037,-0.0560843365612615,-11.130855683166317,10.86862903636506,0.38459608607905843
32,32,05/04/2023 10:11:01.077466,244,True,True,True,True,1.301258,-0.2653761,-3.005046,-0.002209103,-0.3683032,0.9297031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.312146,0.8011213,2.913788,1.3042,-0.2615803,-3.014021,0.09026761,0.001489017,0.0008594136,0.9959161,10.35784,0.1817843,0.1153616,1.311367,-1.035396,-1.009496,-1.089647e-07,-0.4007999,2.111,0.9999941,0.001980628,-0.002810717,-0.001442988,0.9837021,0.1798005,0.003121026,-0.1797953,0.9836991,static,-0.1361424,-21.61107,-2.957471e-06,-10.75037,-0.0640294617673556,-11.123879465310528,10.861553224001259,0.3789574038450336
33,33,05/04/2023 10:11:01.097284,245,True,True,True,True,1.301388,-0.2653762,-3.005033,-0.002313137,-0.3681813,0.9297511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.312522,0.8013201,2.913495,1.304172,-0.2616692,-3.013958,0.0902859,0.001559348,0.0008715662,0.9959143,10.35994,0.1900743,0.117515,1.311643,-1.035558,-1.009463,-1.629815e-07,-0.4008,2.111,0.9999936,0.002017584,-0.002948574,-0.001454436,0.9836954,0.1798367,0.003263335,-0.1798313,0.983692,static,-0.1425464,-21.60356,-4.423567e-06,-10.75037,-0.0699739176840489,-11.116602406225851,10.85412600770534,0.3728564140215006
34,34,05/04/2023 10:11:01.107531,246,True,True,True,True,1.301511,-0.2653799,-3.005024,-0.002416205,-0.3680613,0.9297984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.312624,0.8026974,2.913117,1.304122,-0.2617543,-3.014019,0.09048263,0.001594629,0.0009249811,0.9958963,10.38256,0.1947611,0.1241265,1.311803,-1.036434,-1.00983,-1.578592e-07,-0.4007999,2.111,0.9999932,0.002130943,-0.00300878,-0.001553799,0.9836241,0.1802256,0.003343559,-0.1802197,0.9836206,static,-0.1488904,-21.59617,-4.28454e-06,-10.75037,-0.0758630294429923,-11.109441293414264,10.846821871653317,0.3669969249632066
