taskname,hololens,euclideanError,recalibratedEuclideanError,cosineError
calibration,A,5.569849263991378,0.8104101838176575,5.434137308893916
calibration,A,7.766793497517323,0.7754740511082827,7.5746889109866995
calibration,A,11.433634140800871,1.1051935986661687,11.100621657090707
calibration,A,9.52877952075965,1.7461342504304531,9.292551588277616
calibration,A,5.808082341885804,0.7146088728555929,5.662060902837032
calibration,A,4.49297115985028,0.7457765165802382,4.387490506508156
calibration,A,10.390310184420946,0.4714306619426666,10.12844724556036
calibration,A,7.056832422997594,3.1337172948839958,6.89840206888362
calibration,A,6.153205942275525,1.2060263090660455,6.012830635994966
calibration,A,3.063270363453801,1.481023174630326,3.026283683430343
calibration,A,7.767722041598634,1.226276715161923,7.609479243687914
calibration,A,4.6165858597349825,0.4213815169115507,4.50968818186592
calibration,A,6.271775751695996,1.0993081615517613,6.127919657490071
calibration,A,9.553520623509097,0.7818900196123499,9.440679289530038
calibration,A,10.08045712820468,0.9200233734101644,9.852933155635242
calibration,A,5.933914610110139,1.1669200340128054,5.809242594823234
calibration,A,7.641718578575295,0.8994506482585077,7.456552024852288
calibration,A,4.329154582188816,4.4825616930369,4.240629781029337
calibration,A,3.4655580902588294,0.6950430292839606,3.3853324514769088
calibration,A,22.684041854248605,0.8764582902931711,21.71803716352249
calibration,A,4.754538501568903,0.8998617109433402,4.645583710181578
calibration,A,16.32157001678261,1.5869261926195328,15.89864804670068
calibration,A,8.909241018500236,0.7827908241664253,8.828070770844516
calibration,A,9.438753661067047,0.7484848329050781,9.19866446654847
calibration,A,1.0030093659968617,0.7128976627944958,0.9861248474256767
calibration,B,7.178447679197896,0.8616573348443914,7.036807175335308
calibration,B,4.887436582904867,0.5069528429208047,4.775177995004336
calibration,B,14.610362618012866,1.3064864480423573,14.218264688282568
calibration,B,2.0866454802271774,1.2049483803767604,2.0421002168799207
calibration,B,13.935105204489094,1.792155719934962,13.582494126898009
calibration,B,14.107364369985355,0.719288729141971,13.787950084480615
calibration,B,5.358506220084713,0.5256947678749954,5.247928032379115
calibration,B,4.190824439466848,0.6946517553151796,4.100056889508453
calibration,B,8.8593667467041,1.4241760356191122,8.661778924385334
calibration,B,9.513846014853513,0.6600442527968434,9.270273099218764
calibration,B,5.211296150852215,0.49153670868870775,5.099511919983834
calibration,B,11.20974843543237,1.01037620286687,10.896553144529099
calibration,B,2.868478881970799,0.6654651574955948,2.8274432693564697
calibration,B,11.517561051158458,1.3624297703148944,11.181317969902489
calibration,B,8.025950461763516,1.391525086444919,7.91584390392968
calibration,B,7.358569633293291,0.8852146312690505,7.167165035255287
calibration,B,11.064968969527225,0.9564820938625955,10.808958699793902
calibration,B,22.974303061877,1.3291392188546811,22.27853885971857
calibration,B,4.488962088995188,0.560328719695948,4.393259224591589
calibration,B,24.86220166863082,1.076545590570621,24.120433508886574
calibration,B,8.21332599466068,0.9333057749305907,8.019108523689885
calibration,B,7.845911581834902,0.45047012739445924,7.6557350505071735
calibration,B,4.926678782412536,1.2669286070458285,4.801713546530193
calibration,B,7.0724889191409215,0.840639813365778,6.907354197415603
calibration,B,4.233185259871864,0.8375916420524998,4.139438643977776
ssHeadConstrained,A,11.82260662873523,6.19226528207417,11.571138688339328
ssHeadConstrained,A,8.72414453668437,1.459030887538392,8.536535274549603
ssHeadConstrained,A,10.359862158006255,2.7306968253369157,10.133089051878992
ssHeadConstrained,A,3.5228989067596155,5.691202172766688,3.445401816604254
ssHeadConstrained,A,3.673341330274581,2.425445835799121,3.606554441050856
ssHeadConstrained,A,5.169504107696744,2.027587168782617,5.0550676156084045
