id,taskname,hololens,euclideanError,recalibratedEuclideanError,cosineError
03,calibration,A,6.48783293491194,14.93204463361073,6.3741862183447155
04,calibration,A,8.007000083662426,13.095697029391875,7.806444070333085
32,calibration,A,12.901327309869432,13.331433882522434,12.556211326734868
34,calibration,A,8.298027366179726,13.578568145139627,8.105240569942866
05,calibration,A,4.661013105778105,13.980434562145764,4.551266688916824
02,calibration,A,3.2175881843801806,13.609824528871178,3.1485566182871314
18,calibration,A,10.227303999131838,14.7859029738379,9.976549365966685
27,calibration,A,7.176977907379439,12.537012793028927,7.032861306286038
29,calibration,A,7.293780242831905,14.21308691332592,7.120403166529134
10,calibration,A,2.596361498448997,13.481553277892075,2.5611795084758273
19,calibration,A,8.69408909201921,13.782397213727254,8.49296929225277
43,calibration,A,6.329953390555607,14.500015055411037,6.17175212635094
07,calibration,A,7.6077163335014655,12.362204121269956,7.4251714042258055
36,calibration,A,8.822598002711423,14.253811373440296,8.711747406435265
09,calibration,A,9.966388202754436,14.010817734119927,9.71446251025689
37,calibration,A,4.750291796706333,13.419803313427533,4.668172994794324
08,calibration,A,6.44347903764041,10.058100787828709,6.297850805642288
01,calibration,A,7.02294896990841,14.100558690368072,6.890854406312284
06,calibration,A,2.5895236235423287,13.969624960862312,2.53737962790972
39,calibration,A,19.17756910274303,14.97107082876071,18.499041695930547
46,calibration,A,3.450542052023226,14.162902336060185,3.3690468985551325
41,calibration,A,16.055805922481248,16.195668139781446,15.6414255848646
49,calibration,A,8.759673682060292,13.989780550956763,8.65258212004036
47,calibration,A,8.131354184722982,11.744594165698283,7.939400142909477
25,calibration,A,3.9633739459802486,12.176769119276688,3.904539421508509
50,calibration,B,6.24356088124727,12.974850319304307,6.140707072848681
35,calibration,B,6.018057793490104,13.015830008706933,5.86980103516454
51,calibration,B,18.313871445407862,13.035916741626867,17.683500405922167
33,calibration,B,13.839640756211132,13.652532212873133,13.454184367150315
20,calibration,B,5.0039155427893345,12.321213140442872,4.887373453003908
11,calibration,B,13.489400158949175,14.461510188751193,13.162958605823743
16,calibration,B,13.341843033715863,14.403938861732943,13.02101044679457
42,calibration,B,6.140373701755504,11.59104730413221,5.998961693037486
45,calibration,B,5.972176555020266,14.398036772421952,5.842210082475836
28,calibration,B,9.08801213089912,12.714409810690068,8.878842021595402
17,calibration,B,8.99718878185938,12.05572114664506,8.799055703343685
26,calibration,B,5.950771844905827,13.316009660957622,5.81455619067557
21,calibration,B,10.308545080470935,14.152905716941707,10.02544036485484
44,calibration,B,2.9646878140833612,14.118129528155182,2.9088255968793364
38,calibration,B,14.421667733951532,14.415408118289461,13.996381070836598
31,calibration,B,6.040303756161342,12.854643315695538,5.943897089963635
30,calibration,B,8.13412078790852,11.9122199972016,7.920495160815393
48,calibration,B,11.480348513010796,11.95275097680762,11.20144809334178
24,calibration,B,22.93415140461232,12.066384998539004,22.312304677555424
23,calibration,B,7.90222904548781,12.253950154530195,7.736040335180171
15,calibration,B,21.87716937300307,13.175055270689882,21.263959367034726
12,calibration,B,8.712929418064542,12.606765570233689,8.49629992824991
40,calibration,B,7.364886034704647,13.989335581073913,7.193719482735636
13,calibration,B,4.573308089409831,11.77259952762318,4.461548458873297
14,calibration,B,6.771647243145249,11.564884329439565,6.612197381273196
22,calibration,B,8.502819089393673,12.427176846283036,8.345809288902887
03,ssHeadConstrained,A,8.751925590081141,13.688602058712753,8.60190149282234
04,ssHeadConstrained,A,9.126122238647996,11.534220980944179,8.93445493761334
32,ssHeadConstrained,A,12.886973171807366,11.506576601242287,12.610039196835935
34,ssHeadConstrained,A,5.023092766009946,12.265555034415732,4.918880407085184
05,ssHeadConstrained,A,3.8255006979340873,12.425546984438297,3.7548289377948785
02,ssHeadConstrained,A,4.66680102404651,12.110440908327806,4.590346554984773
18,ssHeadConstrained,A,8.850068275950642,12.995017913164522,8.647283018694736
27,ssHeadConstrained,A,6.830822377731838,10.485555027199869,6.69357419868159
29,ssHeadConstrained,A,7.8186996486911955,12.072923160205265,7.661980761989089
10,ssHeadConstrained,A,1.7701702435149798,11.210319382443805,1.748278967345266
19,ssHeadConstrained,A,8.856368627675241,12.268300022070614,8.68944440746573
43,ssHeadConstrained,A,5.192987043322155,12.659320137820863,5.091259088982161
07,ssHeadConstrained,A,6.3736139537249565,10.535635777090949,6.279921618905554
36,ssHeadConstrained,A,4.377457246153412,12.831552864721994,4.341249387006889
09,ssHeadConstrained,A,11.051381589835556,12.27576078721555,10.822065092204292
37,ssHeadConstrained,A,2.919323737563128,12.425785630789596,2.8916492077004627
08,ssHeadConstrained,A,3.9644283878203073,8.53858655778988,3.911358953283266
01,ssHeadConstrained,A,6.340794575297644,12.20096518127427,6.211882070809219
06,ssHeadConstrained,A,3.742388632005486,12.710432382998217,3.680938289011067
39,ssHeadConstrained,A,14.569853284981047,14.358810330383147,14.246953026898986
46,ssHeadConstrained,A,3.97379971069385,12.383280383834366,3.8878699468710756
41,ssHeadConstrained,A,13.795241916074408,14.42976236932513,13.504356433126212
