taskname,hololens,euclideanError,recalibratedEuclideanError,cosineError
calibration,A,7.406451449311706,15.361324775644102,7.314885230775771
calibration,A,5.569849263991378,15.055510839224743,5.434137308893916
calibration,A,8.2472066698075,13.497791496131793,8.038199229679499
calibration,A,7.766793497517323,12.879447907917795,7.5746889109866995
calibration,A,11.433634140800871,14.140166294243077,11.100621657090707
calibration,A,14.364968875986762,12.62775317394848,14.007782805434617
calibration,A,7.065571748410119,14.00765498539112,6.916286214558505
calibration,A,9.52877952075965,12.952358143998092,9.292551588277616
calibration,A,3.5218710931403967,13.665947611836685,3.4481490072282646
calibration,A,5.808082341885804,14.197903804091968,5.662060902837032
calibration,A,4.49297115985028,13.383918738467315,4.387490506508156
calibration,A,1.940441193729635,14.228258368264598,1.9079091285609537
calibration,A,10.064636704040844,14.209623270259048,9.824967282380534
calibration,A,10.390310184420946,14.629231414156893,10.12844724556036
calibration,A,7.056832422997594,12.302157584274937,6.89840206888362
calibration,A,7.297123391761288,12.659674479326467,7.167320543688449
calibration,A,8.433566309593864,14.456801544129325,8.227210270297192
calibration,A,6.153205942275525,13.089918278086014,6.012830635994966
calibration,A,2.130422665712205,13.336380820627781,2.0970416164332666
calibration,A,3.063270363453801,12.85359280382696,3.026283683430343
calibration,A,7.767722041598634,13.785475685267084,7.609479243687914
calibration,A,9.617893577985003,14.216211558564966,9.374015384943348
calibration,A,8.04688548628083,15.48897087127527,7.837273901511007
calibration,A,4.6165858597349825,13.928046310021356,4.50968818186592
calibration,A,8.914051583854205,12.186765940366174,8.69367518981501
calibration,A,6.271775751695996,12.161060150745728,6.127919657490071
calibration,A,8.091675381913774,14.049164030683793,7.982815523340529
calibration,A,9.553520623509097,14.054838586159686,9.440679289530038
calibration,A,10.08045712820468,13.869412646478313,9.852933155635242
calibration,A,9.852398054186402,14.68520783253805,9.57608749377732
calibration,A,5.933914610110139,13.042138370956724,5.809242594823234
calibration,A,3.569938659582627,13.506369905077195,3.5302555207323367
calibration,A,7.641718578575295,9.923138948006029,7.456552024852288
calibration,A,5.246895667460102,10.150595172038827,5.140751108504468
calibration,A,4.329154582188816,13.912137080049332,4.240629781029337
calibration,A,9.720476960383017,13.990216667384047,9.544752246599103
calibration,A,3.4655580902588294,13.793260864315222,3.3853324514769088
calibration,A,1.682718053693862,14.283475031863214,1.6596420815075563
calibration,A,22.684041854248605,15.080246939158084,21.71803716352249
calibration,A,15.663811435548679,14.594847028848696,15.273358564624775
calibration,A,2.136549810878242,14.491984455811432,2.0827247873273773
calibration,A,4.754538501568903,13.688882946979035,4.645583710181578
calibration,A,15.790041828179861,16.07056435780095,15.384203123028605
calibration,A,16.32157001678261,16.057980527516523,15.89864804670068
calibration,A,8.909241018500236,13.27938839079103,8.828070770844516
calibration,A,8.610106345620352,14.399992238069514,8.477093469236191
calibration,A,9.438753661067047,11.270253605122198,9.19866446654847
calibration,A,6.82123662214947,11.165868487695313,6.677517806123644
calibration,A,1.0030093659968617,11.527584905254146,0.9861248474256767
calibration,A,6.92373852596362,12.045634765429057,6.822953995591346
calibration,B,7.178447679197896,12.835799035872782,7.036807175335308
calibration,B,5.308674083296602,12.424217332332635,5.24460697036205
calibration,B,7.1502460466402695,13.324314165359166,6.965941224375569
calibration,B,4.887436582904867,12.452927660210756,4.775177995004336
calibration,B,13.069982692700348,13.532551622216916,12.691158677241233
calibration,B,14.610362618012866,13.932751645836337,14.218264688282568
calibration,B,2.0866454802271774,11.580584736898027,2.0421002168799207
calibration,B,7.923203081190067,12.633466689913233,7.734614374630043
calibration,B,13.044310728113068,14.047510218069656,12.744002553701247
calibration,B,13.935105204489094,14.795432096600296,13.582494126898009
calibration,B,12.576321697446412,14.711754964573506,12.254070809108558
calibration,B,14.107364369985355,14.430815648654754,13.787950084480615
calibration,B,6.924408522252813,11.445546976640221,6.752077221085067
calibration,B,5.358506220084713,11.804075961460821,5.247928032379115
calibration,B,4.190824439466848,14.460377186602,4.100056889508453
calibration,B,7.752296753481347,14.568690882157002,7.583158466872727
calibration,B,8.8593667467041,12.368320185861815,8.661778924385334
calibration,B,9.316657515094148,12.284617842131736,9.09590511880547
calibration,B,8.476217083454037,12.25858876622327,8.323903297899717
calibration,B,9.513846014853513,11.530887595260602,9.270273099218764
calibration,B,6.690758932938728,13.260172182551978,6.5300949594798015
calibration,B,5.211296150852215,12.548962954584725,5.099511919983834
calibration,B,11.20974843543237,14.178852057953195,10.896553144529099
calibration,B,9.482597492210916,14.306662603450842,9.227070612330728
calibration,B,3.061029999564498,13.441829732798706,2.9903206423073563
calibration,B,2.868478881970799,14.974201231889607,2.8274432693564697
calibration,B,11.517561051158458,14.600265795912442,11.181317969902489
calibration,B,17.335837156463267,15.150406851825332,16.82119837516958
calibration,B,8.025950461763516,12.645895695543935,7.91584390392968
calibration,B,4.054657050559158,13.706095281961211,3.9719502759976146
calibration,B,7.358569633293291,11.859937845130895,7.167165035255287
calibration,B,8.909671942523788,12.033099695810696,8.673825286375523
calibration,B,11.8891119003308,11.490476471274704,11.587685924527053
calibration,B,11.064968969527225,12.473987662935949,10.808958699793902
calibration,B,22.89399974734768,11.665316659164025,22.34607049539229
calibration,B,22.974303061877,12.463199837285103,22.27853885971857
calibration,B,4.488962088995188,12.400212634143557,4.393259224591589
calibration,B,11.303717993158873,12.20193213599096,11.067286659327847
calibration,B,24.86220166863082,13.242928316521699,24.120433508886574
calibration,B,18.89007273968811,12.817563895968334,18.405509793549474
calibration,B,9.212187334259925,13.040530262813117,8.973161324922978
calibration,B,8.21332599466068,12.572095772361704,8.019108523689885
calibration,B,6.88485846588798,14.604435982799767,6.732662453486409
calibration,B,7.845911581834902,13.757734453157214,7.6557350505071735
calibration,B,4.926678782412536,11.491632821579215,4.801713546530193
calibration,B,4.219692849214707,11.447877119315729,4.121147962851256
calibration,B,7.0724889191409215,11.576717454657677,6.907354197415603
calibration,B,6.471428857914774,11.446813871282538,6.317652077871405
calibration,B,4.233185259871864,12.517399105441408,4.139438643977776
calibration,B,12.775407682811291,11.866823919409235,12.55509091697326
ssHeadConstrained,A,5.758030482778129,18.062968195944244,5.670085838171328
ssHeadConstrained,A,11.652387328720868,17.984740287729586,11.273043310324018
ssHeadConstrained,A,9.1086639468726,15.576327809157291,8.80920747432882
ssHeadConstrained,A,8.709545515955991,15.663508170210228,8.44374720638883
ssHeadConstrained,A,15.166868519528133,15.832576475842144,14.660791066903048
ssHeadConstrained,A,10.20514421179276,15.809914615833854,9.854294061468615
ssHeadConstrained,A,6.515873465941254,16.37682639436099,6.307918130877379
ssHeadConstrained,A,3.641260996085769,16.380400485776924,3.512498282120841
ssHeadConstrained,A,3.9791344792477243,16.688091044661387,3.8634703605794396
ssHeadConstrained,A,3.3370045047614814,16.694590849158875,3.235756896236707
ssHeadConstrained,A,5.087349378431809,16.385295778439662,4.908396808189146
ssHeadConstrained,A,3.683826677282453,16.463379157249367,3.620460998819968
ssHeadConstrained,A,9.882465794489473,16.978861351004475,9.521771044053766
ssHeadConstrained,A,8.020399610617238,17.014048228822052,7.734636376611195
ssHeadConstrained,A,7.522673240681433,14.17666779167311,7.249354645283326
ssHeadConstrained,A,5.9726023807667765,14.164887452403324,5.825355103493443
ssHeadConstrained,A,7.817539982268107,15.970555383978532,7.577256701099425
ssHeadConstrained,A,7.192228153844686,15.921121791628405,6.985654730789238
ssHeadConstrained,A,1.6639933115339833,14.640671553031817,1.6211078040536386
ssHeadConstrained,A,2.0087918806620717,14.691295972431352,1.9709518887937485
ssHeadConstrained,A,8.26472688860654,16.28549506602283,8.011894538833173
ssHeadConstrained,A,9.386966612920139,16.402893264235452,9.104541378787719
ssHeadConstrained,A,3.8625948442331137,17.368223326726394,3.7488397768040955
ssHeadConstrained,A,6.320839748738586,17.324309544218863,6.111656748852013
ssHeadConstrained,A,4.354867205371624,13.92950236107074,4.267369907390847
ssHeadConstrained,A,8.300544337775943,13.935683670580326,8.116310586133466
ssHeadConstrained,A,5.004691193321907,17.15942580540756,4.936942521153477
ssHeadConstrained,A,3.6821905770286576,17.10329371437746,3.626385054390992
ssHeadConstrained,A,8.474529624878254,16.749980874677536,8.207825376777274
ssHeadConstrained,A,13.145308970487289,16.697109923654438,12.699959565182578
ssHeadConstrained,A,3.655111449121112,16.168135636661244,3.5933718439856075
ssHeadConstrained,A,2.2928687865437154,16.157692676036035,2.258525307532816
ssHeadConstrained,A,3.86208230296516,11.332732136257462,3.8042086290662587
ssHeadConstrained,A,4.130660222779591,11.3952706731945,4.014423640881001
ssHeadConstrained,A,7.409143546553203,16.457131859557133,7.165778137161928
ssHeadConstrained,A,4.816089386443648,16.557654916820265,4.656891696171575
ssHeadConstrained,A,4.414818852968607,16.887863556414814,4.301278843738778
ssHeadConstrained,A,2.81170752561903,16.920538443622558,2.719152240583329
ssHeadConstrained,A,14.413103939702607,17.44529398768364,13.915480047910831
ssHeadConstrained,A,14.56240304547156,17.402521989581683,14.083244859053215
ssHeadConstrained,A,3.624446805726908,16.518827074293057,3.512551911128784
ssHeadConstrained,A,4.008182700923244,16.547318007659662,3.862756737322158
ssHeadConstrained,A,13.595972163628929,17.884266613985236,13.141822156920604
ssHeadConstrained,A,13.877651687860782,17.85347039408672,13.419429986212315
ssHeadConstrained,A,7.946525300912737,16.039415479462367,7.835761328521546
ssHeadConstrained,A,7.424155471063142,15.974780141259457,7.294671577662223
ssHeadConstrained,A,5.905307808509691,13.075966754501724,5.77762190635857
ssHeadConstrained,A,7.454719470275944,13.166288457281587,7.304393656623327
ssHeadConstrained,A,2.149231391380505,14.289427737172899,2.087939829815648
ssHeadConstrained,A,5.052417354315664,14.19882087230842,4.869997660467433
