,Unnamed: 0,Unnamed: 0.1,Time,Frame,EyeTrackingEnabled,EyeCalibrationValid,EyeTrackingEnabledAndValid,EyeTrackingDataValid,GazeInputSource,EyeGazeOrigin.x,EyeGazeOrigin.y,EyeGazeOrigin.z,EyeGazeDirection.x,EyeGazeDirection.y,EyeGazeDirection.z,EyeHitInfo.distance,EyeHitPosition.x,EyeHitPosition.y,EyeHitPosition.z,EyeHitNormal.x,EyeHitNormal.y,EyeHitNormal.z,LocalEyeHitPosition.x,LocalEyeHitPosition.y,LocalEyeHitPosition.z,HeadGazeOrigin.x,HeadGazeOrigin.y,HeadGazeOrigin.z,HeadRotation.x,HeadRotation.y,HeadRotation.z,HeadRotation.w,HeadEulerAngles.x,HeadEulerAngles.y,HeadEulerAngles.z,HeadMovementDirection.x,HeadMovementDirection.y,HeadMovementDirection.z,HeadVelocity.x,HeadVelocity.y,HeadVelocity.z,transform.position.x,transform.position.y,transform.position.z,localTransform.position.x,localTransform.position.y,localTransform.position.z,localXAxis.x,localXAxis.y,localXAxis.z,localYAxis.x,localYAxis.y,localYAxis.z,localZAxis.x,localZAxis.y,localZAxis.z,Movement,GazeAngleX,GazeAngleY,TargetAngleX,TargetAngleY,CalibratedGazeAngleX,CalibratedGazeAngleY,euclideanError,recalibratedEuclideanError,cosineError
0,0,300,05/05/2023 11:27:41.191644,510,True,True,True,True,Eyes,1.324896,-0.4441066,-0.2099078,0.280901,-0.3983079,0.8731812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.331866,0.4453973,0.08892374,1.318498,-0.4411772,-0.2169809,0.1128451,0.01025449,-0.01144262,0.9934938,12.97092,1.046219,358.7992,0.9375358,-0.3145545,-0.148599,0,0,0,1.926486,-1.27311,1.54411,0.5796002,-0.4007996,1.915002,0.9995279,-0.02042201,-0.02295803,0.02505069,0.9742701,0.2239871,0.01779306,-0.2244565,0.9743217,static,17.8329,-24.52044,16.83912,-11.82107,13.560693287321683,-20.05468287151021,12.738194420140555,8.862305717379725,12.181641452709837
1,1,301,05/05/2023 11:27:41.211241,511,True,True,True,True,Eyes,1.325096,-0.4441219,-0.2099285,0.2816049,-0.398815,0.8727229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.331826,0.445736,0.08909208,1.318573,-0.4412099,-0.2169733,0.112698,0.01022278,-0.0113176,0.9935123,12.95378,1.044319,358.8132,0.9375452,-0.3145285,-0.1485943,0,0,0,1.92658,-1.271544,1.544836,0.5796002,-0.4007993,1.915002,0.9995348,-0.02018418,-0.02286386,0.02479253,0.9743421,0.2237023,0.01776198,-0.2241651,0.9743893,static,17.88354,-24.55935,16.83912,-11.82105,13.609093050162407,-20.093171539800924,12.781044559283876,8.880375491268122,12.21705348225252
2,2,302,05/05/2023 11:27:41.231255,512,True,True,True,True,Eyes,1.325255,-0.4441425,-0.2099495,0.2823008,-0.3992737,0.8722882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.331762,0.4456988,0.08965243,1.318538,-0.4411875,-0.2169962,0.1122351,0.01018164,-0.01129471,0.9935654,12.90033,1.040272,358.815,0.937555,-0.3145019,-0.1485895,0,0,0,1.926172,-1.270813,1.545316,0.5796004,-0.4007994,1.915002,0.9995375,-0.02015858,-0.02276758,0.02472953,0.9745514,0.2227958,0.01769693,-0.2232558,0.9745992,static,17.93326,-24.59506,16.83912,-11.82106,13.656495647334566,-20.12860777894277,12.820772922862334,8.896316533801842,12.249544316794086
3,3,303,05/05/2023 11:27:41.251346,513,True,True,True,True,Eyes,1.325407,-0.444164,-0.209973,0.2829498,-0.3997289,0.8718694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.331636,0.446085,0.09020364,1.318512,-0.4413421,-0.2170906,0.1121153,0.01002892,-0.01122195,0.9935813,12.88626,1.02351,358.8214,0.9375644,-0.3144758,-0.1485849,0,0,0,1.926254,-1.269555,1.5459,0.5796001,-0.4007997,1.915001,0.999547,-0.02005104,-0.0224454,0.02454862,0.9746084,0.2225662,0.01741279,-0.2230164,0.9746592,static,17.97992,-24.6302,16.83912,-11.82107,13.70105782291548,-20.163399514576447,12.859830325354217,8.913018341562061,12.281713466197901
4,4,304,05/05/2023 11:27:41.261030,514,True,True,True,True,Eyes,1.325524,-0.4441794,-0.2099922,0.2835555,-0.4000946,0.8715048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.331334,0.4469116,0.09083389,1.318499,-0.4413872,-0.2171831,0.1123991,0.009695197,-0.01099387,0.9935551,12.91836,0.987262,358.8438,0.9375735,-0.3144505,-0.1485809,0,0,0,1.925968,-1.268868,1.546264,0.5796003,-0.4008,1.915,0.9995703,-0.01966657,-0.02173683,0.02402549,0.9744911,0.2231362,0.01679402,-0.2235626,0.9745449,static,18.02298,-24.65914,16.83914,-11.82109,13.742016915164491,-20.192213916962857,12.892517401504643,8.92568692234769,12.30814574584023
5,5,305,05/05/2023 11:27:41.281127,515,True,True,True,True,Eyes,1.32564,-0.4441893,-0.2100076,0.284173,-0.4004427,0.8711437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.331214,0.4472577,0.09120768,1.318564,-0.4412692,-0.2171593,0.1122797,0.009577517,-0.01082101,0.9935715,12.90429,0.9759143,358.8624,0.9375822,-0.3144262,-0.1485775,0,0,0,1.925828,-1.268885,1.546354,0.5796003,-0.4007997,1.915001,0.9995824,-0.01935218,-0.02146186,0.02365363,0.9745523,0.2229086,0.01660194,-0.2233231,0.9746031,static,18.06668,-24.68704,16.83913,-11.82107,13.7835152789334,-20.220068958507674,12.924397976052887,8.937559220984882,12.33369475396093
6,6,306,05/05/2023 11:27:41.291189,516,True,True,True,True,Eyes,1.325706,-0.4441952,-0.2100189,0.2847655,-0.400791,0.8707899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.33131,0.447288,0.08990342,1.318635,-0.4411506,-0.2170744,0.1122868,0.01003533,-0.01070647,0.9935675,12.90552,1.030901,358.8818,0.9375907,-0.3144025,-0.1485742,0,0,0,1.925538,-1.270051,1.545931,0.5796003,-0.4007997,1.915002,0.9995694,-0.01902154,-0.02234595,0.02352888,0.9745541,0.2229142,0.01753717,-0.223344,0.974582,static,18.10877,-24.71479,16.83913,-11.82107,13.82352625934887,-20.24772638779696,12.95607969904477,8.949994625620084,12.359227105161677
7,7,307,05/05/2023 11:27:41.311158,517,True,True,True,True,Eyes,1.325768,-0.4442099,-0.2100382,0.2853241,-0.4011007,0.8704644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.331023,0.4476655,0.09053655,1.318543,-0.4410782,-0.2170649,0.1119636,0.009893062,-0.01052814,0.9936074,12.8679,1.016928,358.9005,0.9375986,-0.3143801,-0.1485714,0,0,0,1.925485,-1.271145,1.545402,0.5796002,-0.4007996,1.915001,0.9995826,-0.01870634,-0.02201717,0.023137,0.9747066,0.2222874,0.0173021,-0.222704,0.9747326,static,18.1483,-24.73975,16.83912,-11.82107,13.861051582466846,-20.27266130369166,12.984846753612459,8.96093114939206,12.382220475256041
8,8,308,05/05/2023 11:27:41.331260,518,True,True,True,True,Eyes,1.325804,-0.4442259,-0.2100522,0.2858195,-0.4014702,0.8701315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.330744,0.4485953,0.09147921,1.318529,-0.4413111,-0.2172832,0.1116908,0.009666694,-0.01028507,0.9936429,12.83595,0.9939293,358.9257,0.9376058,-0.3143595,-0.1485695,0,0,0,1.925531,-1.271976,1.545033,0.5796002,-0.4007995,1.915002,0.9996015,-0.01828001,-0.02150798,0.02259874,0.9748387,0.2217627,0.01691299,-0.2221604,0.9748635,static,18.18424,-24.76814,16.83912,-11.82106,13.89543828867411,-20.30070878595261,13.0167672000693,8.976062920384534,12.408694709321955
9,9,309,05/05/2023 11:27:41.351422,519,True,True,True,True,Eyes,1.32584,-0.4442367,-0.2100675,0.2863025,-0.4018272,0.8698078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.330693,0.4491706,0.09052221,1.318601,-0.4413643,-0.2172127,0.112183,0.009804602,-0.01010319,0.9935879,12.89267,1.012006,358.9492,0.9376121,-0.3143413,-0.1485684,0,0,0,1.923966,-1.270886,1.546076,0.5796002,-0.4007995,1.915002,0.9996036,-0.01787699,-0.02175028,0.02227663,0.9746258,0.2227292,0.01721665,-0.2231254,0.9746377,static,18.21927,-24.79564,16.83912,-11.82106,13.928946232135438,-20.32788454680913,13.04777912898973,8.990838405252394,12.434377498571795
