Time,Frame,EyeTrackingEnabled,EyeCalibrationValid,EyeTrackingEnabledAndValid,EyeTrackingDataValid,EyeGazeOrigin.x,EyeGazeOrigin.y,EyeGazeOrigin.z,EyeGazeDirection.x,EyeGazeDirection.y,EyeGazeDirection.z,EyeHitInfo.point.x,EyeHitInfo.point.y,EyeHitInfo.point.z,EyeHitPosition.x,EyeHitPosition.y,EyeHitPosition.z,EyeHitNormal.x,EyeHitNormal.y,EyeHitNormal.z,LocalEyeHitPosition.x,LocalEyeHitPosition.y,LocalEyeHitPosition.z,HeadGazeOrigin.x,HeadGazeOrigin.y,HeadGazeOrigin.z,HeadRotation.x,HeadRotation.y,HeadRotation.z,HeadRotation.w,HeadEulerAngles.x,HeadEulerAngles.y,HeadEulerAngles.z,transform.position.x,transform.position.y,transform.position.z,localTransform.position.x,localTransform.position.y,localTransform.position.z,localXAxis.x,localXAxis.y,localXAxis.z,localYAxis.x,localYAxis.y,localYAxis.z,localZAxis.x,localZAxis.y,localZAxis.z,Movement,GazeAngleX,GazeAngleY,TargetAngleX,TargetAngleY
05/03/2023 14:01:36.7667,229,True,True,True,True,1.300946,0.2862602,-1.695112,-0.8808014,-0.05454817,-0.4703333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.978462,-0.145559,0.4624894,1.164635,0.291575,-1.645601,0.08050755,-0.8297125,0.1114785,0.5409882,15.78912,246.1031,359.2272,-0.3635954,0.295689,-2.235291,-0.5795999,0.4008001,1.915001,-0.4017006,-0.01297907,0.9156791,-0.2542133,0.9621822,-0.09788301,-0.8797796,-0.2720975,-0.3898085,moving,61.89852,6.615477,-16.83912,11.82108
05/03/2023 14:01:36.7871,230,True,True,True,True,1.294417,0.2864139,-1.693365,-0.8778447,-0.05697979,-0.4755439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.977698,-0.1490999,0.4364402,1.154676,0.2919992,-1.644828,0.08184344,-0.8319955,0.1137653,0.5367892,16.09136,245.5404,359.1621,-0.3689856,0.2868506,-2.242017,-0.5756541,0.3980716,1.915001,-0.4103179,-0.01405081,0.9118341,-0.2583227,0.9607182,-0.1014391,-0.8745903,-0.2771698,-0.3978295,moving,61.55482,6.832622,-16.73091,11.74286
05/03/2023 14:01:36.8069,231,True,True,True,True,1.287781,0.2865272,-1.691686,-0.8749396,-0.05944072,-0.4805699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.976908,-0.1523484,0.4114444,1.14519,0.2918154,-1.644398,0.08187862,-0.8343296,0.1129577,0.5333204,16.01107,245.0397,359.0378,-0.3734083,0.2758068,-2.251994,-0.5717043,0.3953402,1.915001,-0.4177306,-0.01614217,0.9084277,-0.2571128,0.9610729,-0.1011529,-0.8714324,-0.275823,-0.40562,moving,61.22174,7.050988,-16.62247,11.6645
05/03/2023 14:01:36.8169,232,True,True,True,True,1.281046,0.2866159,-1.690075,-0.8719276,-0.06189101,-0.4857074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.976386,-0.154216,0.3850029,1.135781,0.2910262,-1.644206,0.08254918,-0.8367403,0.1131129,0.529393,16.063,244.4872,358.9039,-0.3785071,0.268207,-2.259874,-0.5678923,0.392704,1.915,-0.4258579,-0.01838206,0.9046037,-0.2579068,0.9607822,-0.1018904,-0.8672541,-0.2766942,-0.4138976,moving,60.88,7.261751,-16.5177,11.58883
05/03/2023 14:01:36.8369,233,True,True,True,True,1.110179,0.2880148,-1.651201,-0.78566,-0.1220209,-0.6065058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.976014,-0.1535435,0.3589661,1.126705,0.2905232,-1.64414,0.08420875,-0.8390083,0.1138748,0.5253634,16.2342,243.923,358.7078,-0.3829836,0.2475063,-2.265596,-0.5640573,0.390052,1.915001,-0.4338046,-0.02165232,0.9007469,-0.260955,0.9598829,-0.1026035,-0.86239,-0.2795642,-0.422052,moving,52.33295,11.37529,-16.41217,11.51266
05/03/2023 14:01:36.8569,234,True,True,True,True,1.109802,0.2879838,-1.651221,-0.7854058,-0.122103,-0.6068184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.975239,-0.1547402,0.3297076,1.117306,0.2893225,-1.64382,0.08517188,-0.8417317,0.1142335,0.5207535,16.3208,243.2786,358.5426,-0.3885352,0.2378701,-2.27059,-0.5601155,0.3873261,1.915,-0.4431229,-0.02440876,0.8961283,-0.2623587,0.9593929,-0.1036008,-0.8572103,-0.281015,-0.4315328,moving,52.30969,11.37704,-16.30359,11.43433
05/03/2023 14:01:36.8671,235,True,True,True,True,1.109047,0.2879012,-1.651235,-0.7850844,-0.1222682,-0.6072009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.974414,-0.156729,0.3018959,1.1078,0.288568,-1.644239,0.08625037,-0.8441837,0.1151314,0.5163909,16.46693,242.6776,358.4036,-0.3945108,0.2452064,-2.276029,-0.556439,0.3847839,1.915,-0.4518026,-0.02671672,0.891718,-0.2645279,0.9586113,-0.1053062,-0.8519974,-0.2834619,-0.4401704,moving,52.28088,11.38504,-16.20221,11.36124
05/03/2023 14:01:36.8867,236,True,True,True,True,1.107944,0.2878056,-1.651289,-0.7845542,-0.1224333,-0.6078525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.973231,-0.1603891,0.2744987,1.09835,0.2878565,-1.644834,0.08699954,-0.8465962,0.1162582,0.5120451,16.61522,242.0868,358.3107,-0.3996271,0.2470128,-2.282433,-0.552527,0.3820787,1.915,-0.4604822,-0.02824807,0.8872196,-0.2663659,0.9578302,-0.1077522,-0.8467619,-0.2859429,-0.4485881,moving,52.2324,11.38811,-16.09422,11.28343
05/03/2023 14:01:36.9071,237,True,True,True,True,1.106501,0.2876745,-1.651385,-0.7840447,-0.1225688,-0.6084823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97178,-0.1644597,0.2485819,1.088859,0.2874351,-1.64576,0.08720399,-0.8488681,0.1163131,0.508222,16.62503,241.5578,358.2164,-0.4050638,0.2401425,-2.287747,-0.5486002,0.3793631,1.915001,-0.4682115,-0.02982359,0.8831129,-0.2662751,0.9577335,-0.108831,-0.842541,-0.2861069,-0.4563631,moving,52.18564,11.3889,-15.9857,11.20526
05/03/2023 14:01:36.9171,238,True,True,True,True,1.104749,0.2875198,-1.651538,-0.7833692,-0.1226918,-0.6093271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.970076,-0.1685883,0.2233057,1.079323,0.2865801,-1.646942,0.08716158,-0.8510402,0.1161636,0.5046182,16.59989,241.0595,358.1391,-0.4113083,0.2421163,-2.292532,-0.5448081,0.3767409,1.915001,-0.4755268,-0.03111948,0.8791507,-0.2655925,0.9578178,-0.1097532,-0.8386506,-0.2856864,-0.463733,moving,52.1232,11.38463,-15.88079,11.12975
