,Unnamed: 0,Unnamed: 0.1,Time,Frame,EyeTrackingEnabled,EyeCalibrationValid,EyeTrackingEnabledAndValid,EyeTrackingDataValid,GazeInputSource,EyeGazeOrigin.x,EyeGazeOrigin.y,EyeGazeOrigin.z,EyeGazeDirection.x,EyeGazeDirection.y,EyeGazeDirection.z,EyeHitInfo.distance,EyeHitPosition.x,EyeHitPosition.y,EyeHitPosition.z,EyeHitNormal.x,EyeHitNormal.y,EyeHitNormal.z,LocalEyeHitPosition.x,LocalEyeHitPosition.y,LocalEyeHitPosition.z,HeadGazeOrigin.x,HeadGazeOrigin.y,HeadGazeOrigin.z,HeadRotation.x,HeadRotation.y,HeadRotation.z,HeadRotation.w,HeadEulerAngles.x,HeadEulerAngles.y,HeadEulerAngles.z,HeadMovementDirection.x,HeadMovementDirection.y,HeadMovementDirection.z,HeadVelocity.x,HeadVelocity.y,HeadVelocity.z,transform.position.x,transform.position.y,transform.position.z,localTransform.position.x,localTransform.position.y,localTransform.position.z,localXAxis.x,localXAxis.y,localXAxis.z,localYAxis.x,localYAxis.y,localYAxis.z,localZAxis.x,localZAxis.y,localZAxis.z,Movement,GazeAngleX,GazeAngleY,TargetAngleX,TargetAngleY,CalibratedGazeAngleX,CalibratedGazeAngleY,euclideanError,recalibratedEuclideanError,cosineError
0,0,300,05/05/2023 12:21:27.388298,513,True,True,True,True,Eyes,1.165499,0.05582547,-2.061875,0.2522193,-0.5504587,-0.7958521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22313,-1.019668,-2.022802,0.9355763,0.05190551,-2.074426,0.0267291,0.9619505,-0.219653,0.1602781,25.54113,160.8075,358.7942,0.521422,0.02496005,-0.8529336,0.0,0.0,0.0,1.490813,-0.5324409,-2.943238,-0.1151248,-0.1621626,1.111815,-0.9471929,-0.01898697,-0.3201015,0.1218353,0.9020762,-0.4140225,0.2966169,-0.4311589,-0.8521268,static,-17.58431,34.67004,-5.911718,-8.298298,-18.21068757648239,42.2920772312097,44.52558224752045,52.06390994420065,136.89429254088853
1,1,301,05/05/2023 12:21:27.397889,514,True,True,True,True,Eyes,1.15567,0.05551874,-2.062864,0.2598966,-0.5491733,-0.7942685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2057248,-1.019647,-2.023295,0.9252117,0.05292535,-2.077716,0.02793205,0.9618624,-0.2190347,0.1614452,25.49177,160.6999,358.9214,0.5185019,0.0248217,-0.854716,0.0,0.0,0.0,1.490813,-0.5324409,-2.943238,-0.1130012,-0.156057,1.116375,-0.9463108,-0.01699064,-0.3228122,0.1244578,0.9024872,-0.4123435,0.2983399,-0.4303815,-0.8519188,static,-18.11888,34.66077,-5.779885,-7.957759,-18.709443644558178,42.283898234359526,44.36879321926467,51.87868163704568,137.13603678895223
2,2,302,05/05/2023 12:21:27.417773,515,True,True,True,True,Eyes,1.145843,0.05522636,-2.063918,0.2677906,-0.5479152,-0.7925131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1916966,-1.020244,-2.023038,0.9153451,0.05289264,-2.080787,0.0273064,0.9616505,-0.2193137,0.1624323,25.51054,160.5562,358.8109,0.515541,0.02468819,-0.856509,0.0,0.0,0.0,1.490813,-0.5324409,-2.943238,-0.1114391,-0.1611183,1.118631,-0.9457403,-0.01872882,-0.3243835,0.1237657,0.9023117,-0.4129353,0.3004288,-0.4306771,-0.8510346,static,-18.67014,34.65859,-5.689092,-8.196042,-19.22397624150812,42.2828631662312,44.77752886251906,52.261964737391835,136.8173828633943
3,3,303,05/05/2023 12:21:27.437567,516,True,True,True,True,Eyes,1.13604,0.05497069,-2.065039,0.275485,-0.5467544,-0.7906755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1789598,-1.027501,-2.018847,0.9058405,0.05292074,-2.08331,0.0265856,0.9610699,-0.2212981,0.1632945,25.72476,160.4065,358.6534,0.5125406,0.02455951,-0.8583115,0.0,0.0,0.0,1.490813,-0.5324409,-2.943238,-0.108795,-0.15926,1.122123,-0.9452564,-0.02117227,-0.3256414,0.1233748,0.9006407,-0.4166834,0.302108,-0.4340485,-0.8487242,static,-19.20922,34.66397,-5.537785,-8.077891,-19.72734868561408,42.28938302360825,44.87510241439618,52.32787030022663,136.8104895653726
4,4,304,05/05/2023 12:21:27.455141,517,True,True,True,True,Eyes,1.126271,0.05477666,-2.066224,0.2835659,-0.5454255,-0.788734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1586379,-1.032629,-2.01668,0.8965811,0.05356041,-2.086087,0.02742003,0.9604729,-0.2221514,0.1654959,25.83726,160.1425,358.6721,0.5095024,0.02443662,-0.8601221,0.0,0.0,0.0,1.490813,-0.5324409,-2.943238,-0.1075149,-0.156178,1.125496,-0.9437186,-0.02085789,-0.3300915,0.1262027,0.8997939,-0.4176649,0.3057259,-0.4358165,-0.8465198,static,-19.77454,34.66464,-5.456717,-7.900126,-20.255085137343976,42.29123497936608,44.908343991891805,52.32747286549762,136.87402722719045
5,5,305,05/05/2023 12:21:27.467750,518,True,True,True,True,Eyes,1.116518,0.0546235,-2.067463,0.2915417,-0.5440452,-0.7867771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1361599,-1.028478,-2.019298,0.8872831,0.05476068,-2.088922,0.02820649,0.960349,-0.220592,0.1681474,25.66931,159.8477,358.728,0.5064281,0.02432141,-0.8619389,0.0,0.0,0.0,1.490813,-0.5324409,-2.943238,-0.1069828,-0.1602357,1.127368,-0.9418621,-0.02000778,-0.3354045,0.1283601,0.9010871,-0.414205,0.310516,-0.4331763,-0.8461316,static,-20.33228,34.66331,-5.42091,-8.089413,-20.775690295618464,42.29106572705437,45.27851895978522,52.668414772934746,136.60065190532112
6,6,306,05/05/2023 12:21:27.487813,519,True,True,True,True,Eyes,1.106828,0.05448794,-2.068732,0.2998062,-0.5425534,-0.7846987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1098225,-1.023836,-2.021845,0.8778915,0.05556977,-2.091501,0.02912359,0.9600695,-0.2190034,0.1716275,25.50018,159.4525,358.7777,0.5033192,0.02421476,-0.8637609,0.0,0.0,0.0,1.490813,-0.5324409,-2.943238,-0.10765,-0.1556601,1.130625,-0.9393917,-0.01925268,-0.342305,0.1310954,0.9023786,-0.4105201,0.3167924,-0.4305138,-0.845163,static,-20.91012,34.66061,-5.438894,-7.838978,-21.315020506234827,42.28956474697403,45.22802023207317,52.58252742857816,136.75349766478553
7,7,307,05/05/2023 12:21:27.497785,520,True,True,True,True,Eyes,1.097145,0.05438293,-2.070034,0.3078717,-0.5411736,-0.7825254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08790958,-1.017347,-2.024682,0.8685108,0.05573448,-2.093954,0.02864149,0.9599202,-0.2174697,0.1744705,25.30909,159.0999,358.6754,0.5001789,0.02411645,-0.8655859,0.0,0.0,0.0,1.490813,-0.5324409,-2.943238,-0.1098068,-0.1574923,1.132048,-0.9374796,-0.02089699,-0.3474127,0.1308711,0.9037732,-0.4075129,0.3224981,-0.4275012,-0.8445341,static,-21.47634,34.6667,-5.540261,-7.920239,-21.84374743313449,42.29685317272533,45.47093563237908,52.79734857130036,136.61229888192457
8,8,308,05/05/2023 12:21:27.517443,521,True,True,True,True,Eyes,1.08751,0.0543243,-2.071368,0.3161795,-0.5396428,-0.7802668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06583613,-1.022269,-2.021207,0.8589823,0.0563782,-2.096096,0.02960652,0.9592173,-0.2183755,0.1770248,25.43084,158.7935,358.6982,0.4970082,0.02402689,-0.8674129,0.0,0.0,0.0,1.490813,-0.5324409,-2.943238,-0.1124302,-0.157703,1.13399,-0.9355714,-0.02051757,-0.3525411,0.1341139,0.9028712,-0.408457,0.3266797,-0.4294214,-0.8419487,static,-22.05876,34.66825,-5.662127,-7.917296,-22.38747089141125,42.29962319518723,45.63308341384357,52.92897223394699,136.55655997138174
9,9,309,05/05/2023 12:21:27.537556,522,True,True,True,True,Eyes,1.077882,0.05432112,-2.072726,0.3243248,-0.5380362,-0.7780298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04371828,-1.013515,-2.024846,0.8497162,0.05732306,-2.098529,0.03025929,0.9592704,-0.215894,0.1796507,25.15534,158.5095,358.7645,0.4938093,0.02394707,-0.8692402,0.0,0.0,0.0,1.490813,-0.5324409,-2.943238,-0.1149703,-0.1544373,1.13565,-0.9336199,-0.01951734,-0.3577327,0.1356247,0.9049482,-0.4033293,0.3316016,-0.4250737,-0.8422306,static,-22.62901,34.66528,-5.780784,-7.74416,-22.91970845998346,42.29783564349051,45.63357667837002,52.89559584339837,136.66198948009583
