,Unnamed: 0,Unnamed: 0.1,Time,Frame,EyeTrackingEnabled,EyeCalibrationValid,EyeTrackingEnabledAndValid,EyeTrackingDataValid,GazeInputSource,EyeGazeOrigin.x,EyeGazeOrigin.y,EyeGazeOrigin.z,EyeGazeDirection.x,EyeGazeDirection.y,EyeGazeDirection.z,EyeHitInfo.distance,EyeHitPosition.x,EyeHitPosition.y,EyeHitPosition.z,EyeHitNormal.x,EyeHitNormal.y,EyeHitNormal.z,LocalEyeHitPosition.x,LocalEyeHitPosition.y,LocalEyeHitPosition.z,HeadGazeOrigin.x,HeadGazeOrigin.y,HeadGazeOrigin.z,HeadRotation.x,HeadRotation.y,HeadRotation.z,HeadRotation.w,HeadEulerAngles.x,HeadEulerAngles.y,HeadEulerAngles.z,HeadMovementDirection.x,HeadMovementDirection.y,HeadMovementDirection.z,HeadVelocity.x,HeadVelocity.y,HeadVelocity.z,transform.position.x,transform.position.y,transform.position.z,localTransform.position.x,localTransform.position.y,localTransform.position.z,localXAxis.x,localXAxis.y,localXAxis.z,localYAxis.x,localYAxis.y,localYAxis.z,localZAxis.x,localZAxis.y,localZAxis.z,Movement,GazeAngleX,GazeAngleY,TargetAngleX,TargetAngleY,CalibratedGazeAngleX,CalibratedGazeAngleY,euclideanError,recalibratedEuclideanError,cosineError
0,0,301,05/05/2023 12:39:21.183420,483,True,True,True,True,Eyes,1.164306,-0.3109233,-3.962008,0.3929011,-0.2459703,0.8860742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.734714,1.160795,2.902082,1.177424,-0.3118017,-3.970471,0.1183603,0.2198901,0.002212516,0.9683154,13.1939,25.97184,3.31726,0.2804679,-0.07461866,-0.956958,0,0,0,1.711762,-0.6319967,-2.952359,0.03159618,-0.05133379,1.192041,0.9032869,0.05633734,-0.425322,0.04776769,0.9719719,0.2301933,0.4263695,-0.2282472,0.8752785,static,23.91335,-15.51442,1.518324,-2.465849,21.918767639034133,-8.114114019020496,25.919151118096384,21.167923809256752,25.05208204103462
1,1,302,05/05/2023 12:39:21.203445,484,True,True,True,True,Eyes,1.164539,-0.3111107,-3.961849,0.3953553,-0.2481809,0.8843644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.743493,1.165579,2.891621,1.177559,-0.3119102,-3.970247,0.1192293,0.2213241,0.002069459,0.9678822,13.29023,26.15035,3.344834,0.2805361,-0.07466479,-0.9569345,0,0,0,1.711762,-0.6319967,-2.952359,0.02809507,-0.04906891,1.191943,0.9020228,0.05678262,-0.4279377,0.04877065,0.9715602,0.2317159,0.4289247,-0.2298838,0.8736001,static,24.08704,-15.67581,1.350258,-2.357374,22.085381279150543,-8.276301088841102,26.35036988737767,21.56337253966985,25.460102573271147
2,2,303,05/05/2023 12:39:21.223286,485,True,True,True,True,Eyes,1.164773,-0.3112924,-3.961693,0.3978069,-0.2503622,0.8826486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.752205,1.169713,2.881732,1.177774,-0.3121092,-3.970223,0.1199977,0.2227152,0.001904644,0.9674684,13.37595,26.32265,3.366867,0.2806036,-0.07471096,-0.9569111,0,0,0,1.711762,-0.6319967,-2.952359,0.02456009,-0.04689932,1.191938,0.9007887,0.05713596,-0.4304827,0.04976523,0.9711939,0.2330363,0.4313968,-0.2313395,0.8719971,static,24.26094,-15.83592,1.180423,-2.253261,22.252155446876788,-8.437205151168984,26.780569271349894,21.960397846522202,25.866982931276965
3,3,304,05/05/2023 12:39:21.243667,486,True,True,True,True,Eyes,1.165041,-0.311474,-3.961557,0.4001557,-0.2525059,0.8809746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7609,1.174205,2.871582,1.178027,-0.3121382,-3.970155,0.1208168,0.2241198,0.001792014,0.9670421,13.4659,26.49792,3.396742,0.2806704,-0.07475702,-0.9568878,0,0,0,1.711762,-0.6319967,-2.952359,0.0209429,-0.04481849,1.191908,0.8995342,0.05762077,-0.4330336,0.05068896,0.9708002,0.2344731,0.4338996,-0.2328666,0.8703473,static,24.42847,-15.99342,1.006635,-2.153439,22.412910918258,-8.595478889222402,27.205283105448217,22.35460862155553,26.268689361657415
4,4,305,05/05/2023 12:39:21.253696,487,True,True,True,True,Eyes,1.16531,-0.3116545,-3.961423,0.4025079,-0.2546286,0.8792905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.769774,1.179052,2.861095,1.178241,-0.3123463,-3.970122,0.1216087,0.2255867,0.001779073,0.9666018,13.54987,26.68185,3.438391,0.2807374,-0.07480294,-0.9568646,0,0,0,1.711762,-0.6319967,-2.952359,0.01716778,-0.04266915,1.191867,0.8982149,0.05830591,-0.4356723,0.05142729,0.9704164,0.2358969,0.4365377,-0.2342916,0.8686439,static,24.59662,-16.15018,0.8252372,-2.050328,22.57422462456259,-8.753011929424595,27.6384599181293,22.758392426785075,26.678627467051307
5,5,306,05/05/2023 12:39:21.273165,488,True,True,True,True,Eyes,1.165625,-0.3118314,-3.961316,0.404694,-0.2566665,0.877693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.778401,1.184492,2.85054,1.178501,-0.3124802,-3.970088,0.1225191,0.227008,0.001728776,0.966154,13.6482,26.86124,3.47882,0.2808043,-0.0748487,-0.9568413,0,0,0,1.711762,-0.6319967,-2.952359,0.01346084,-0.04029959,1.191817,0.8969288,0.05896614,-0.4382257,0.05228509,0.9699722,0.2375295,0.4390729,-0.2359597,0.8669129,static,24.75388,-16.30067,0.6470935,-1.936638,22.725198761232765,-8.904235356402648,28.061763498640037,23.15146096571495,27.07934201611498
6,6,307,05/05/2023 12:39:21.288990,489,True,True,True,True,Eyes,1.165942,-0.3120022,-3.961202,0.4068919,-0.2586537,0.8760921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.786071,1.19095,2.840378,1.17867,-0.3126237,-3.970051,0.1235102,0.2283223,0.001780097,0.965718,13.75314,27.03015,3.531924,0.2808723,-0.07489415,-0.9568179,0,0,0,1.711762,-0.6319967,-2.952359,0.01005226,-0.0377934,1.191787,0.8957316,0.05983841,-0.4405501,0.05296212,0.9694841,0.2393649,0.4414296,-0.2377392,0.8652283,static,24.91202,-16.44848,0.4832565,-1.816329,22.876920027799176,-9.052773405631417,28.475679606038085,23.533854206909613,27.470460251704807
7,7,308,05/05/2023 12:39:21.303315,490,True,True,True,True,Eyes,1.166283,-0.3121696,-3.961101,0.4089818,-0.260554,0.8745545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.794231,1.194286,2.830684,1.178992,-0.3126295,-3.969768,0.1240202,0.2297117,0.001935445,0.9653226,13.80097,27.20466,3.584434,0.2809411,-0.0749392,-0.9567941,0,0,0,1.711762,-0.6319967,-2.952359,0.006425858,-0.03666285,1.19146,0.8944576,0.06071445,-0.4430118,0.05324114,0.9692305,0.2403282,0.4439719,-0.2385498,0.863703,static,25.06295,-16.59025,0.3090083,-1.762513,23.0217433300362,-9.195240143121543,28.855145368342335,23.897986637554414,27.828806805418438
8,8,309,05/05/2023 12:39:21.323256,491,True,True,True,True,Eyes,1.166621,-0.3123385,-3.960998,0.4110878,-0.2624325,0.8730041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.802165,1.197535,2.821478,1.179209,-0.3127511,-3.969712,0.124477,0.2310709,0.002113652,0.964939,13.8422,27.37541,3.637732,0.2810111,-0.07498376,-0.9567701,0,0,0,1.711762,-0.6319967,-2.952359,0.002869338,-0.03549844,1.191331,0.8932036,0.06160512,-0.4454124,0.05344694,0.969002,0.2412023,0.4464648,-0.2392487,0.8622234,static,25.21522,-16.73123,0.1379974,-1.706754,23.167795589672448,-9.33691755121486,29.233576113854543,24.260894469811458,28.18584672412677
9,9,310,05/05/2023 12:39:21.333365,492,True,True,True,True,Eyes,1.166968,-0.3125088,-3.960906,0.4131435,-0.2642578,0.8714817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.810558,1.202477,2.8109,1.179458,-0.3129351,-3.969546,0.125268,0.2324987,0.002151484,0.9644936,13.92431,27.55632,3.686009,0.2810823,-0.07502794,-0.9567457,0,0,0,1.711762,-0.6319967,-2.952359,-0.0008058548,-0.03343678,1.191092,0.8918794,0.06239948,-0.447948,0.05409912,0.9686066,0.2426408,0.449026,-0.2406399,0.8605046,static,25.36423,-16.86878,-0.0387645,-1.608006,23.310709547079583,-9.475148919894718,29.634495991092983,24.63919389909687,28.565112831036508
10,10,311,05/05/2023 12:39:21.353005,493,True,True,True,True,Eyes,1.167312,-0.31268,-3.960812,0.4152132,-0.2660782,0.8699428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.818799,1.208271,2.800286,1.179646,-0.3131474,-3.969574,0.126133,0.2339247,0.002257948,0.9640357,14.01271,27.73894,3.744548,0.2811546,-0.07507176,-0.956721,0,0,0,1.711762,-0.6319967,-2.952359,-0.004537195,-0.03116152,1.191028,0.8905483,0.06336474,-0.4504538,0.05465777,0.9681707,0.2442499,0.451593,-0.2421371,0.8587395,static,25.51458,-17.00663,-0.2182659,-1.498718,23.45488269600573,-9.613683893564222,30.044545140722146,25.0253998150335,28.953038007675666
11,11,312,05/05/2023 12:39:21.373152,494,True,True,True,True,Eyes,1.167674,-0.3128507,-3.960733,0.4172222,-0.2678669,0.8684313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.826458,1.215264,2.789465,1.17992,-0.313316,-3.969441,0.1271461,0.2352844,0.002426839,0.9635711,14.11604,27.91628,3.813924,0.2812278,-0.0751153,-0.956696,0,0,0,1.711762,-0.6319967,-2.952359,-0.008150846,-0.02866411,1.190791,0.8892707,0.06450785,-0.4528094,0.05515411,0.967656,0.2461706,0.4540436,-0.2438866,0.8569503,static,25.66112,-17.14234,-0.3921778,-1.378929,23.595439907493656,-9.750065152455974,30.450935168076626,25.406332355612026,29.337301271446
12,12,313,05/05/2023 12:39:21.383744,495,True,True,True,True,Eyes,1.168031,-0.3130201,-3.960647,0.4192363,-0.2696521,0.8669075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.833293,1.223196,2.77914,1.180085,-0.3134928,-3.969446,0.1282662,0.2365333,0.002624714,0.9631163,14.23082,28.08213,3.888514,0.2813022,-0.07515853,-0.9566708,0,0,0,1.711762,-0.6319967,-2.952359,-0.01147792,-0.02589071,1.19071,0.8880903,0.06573426,-0.4549447,0.05562264,0.9670817,0.2483122,0.4562914,-0.2458289,0.8551996,static,25.8084,-17.27834,-0.5522889,-1.245639,23.73669594198828,-9.886738736866985,30.8534182974591,25.780290714358113,29.717061103491794
13,13,314,05/05/2023 12:39:21.403208,496,True,True,True,True,Eyes,1.1684,-0.3131878,-3.960575,0.4210725,-0.271393,0.8654732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.839628,1.230717,2.769074,1.180311,-0.3136061,-3.969187,0.129302,0.237726,0.002889906,0.9626833,14.33433,28.24147,3.967764,0.2813776,-0.07520147,-0.9566452,0,0,0,1.711762,-0.6319967,-2.952359,-0.01462352,-0.02348387,1.190373,0.886956,0.06704102,-0.4569624,0.05591276,0.9665453,0.2503277,0.4584572,-0.2475796,0.8535347,static,25.94398,-17.41026,-0.7038333,-1.130194,23.86691702943297,-10.019296912806048,31.227335823537892,26.129254148287266,30.069213437633838
14,14,315,05/05/2023 12:39:21.422954,497,True,True,True,True,Eyes,1.168762,-0.3133567,-3.9605,0.422915,-0.27314,0.864024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.845418,1.238016,2.760009,1.18047,-0.3137521,-3.96923,0.1303025,0.2388069,0.003120834,0.9622799,14.43518,28.38673,4.040701,0.2814539,-0.07524409,-0.9566193,0,0,0,1.711762,-0.6319967,-2.952359,-0.01755866,-0.0210366,1.190305,0.885923,0.06824052,-0.4587849,0.05622806,0.966023,0.2522656,0.4604115,-0.2492845,0.851985,static,26.08042,-17.54308,-0.8451315,-1.012499,23.99796587812336,-10.152759306953833,31.595022262639937,26.471188976277503,30.41465569106592
15,15,316,05/05/2023 12:39:21.433033,498,True,True,True,True,Eyes,1.169092,-0.3135265,-3.960418,0.4246449,-0.2748882,0.86262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.851559,1.245558,2.750164,1.180629,-0.3139231,-3.969102,0.1314054,0.2399458,0.003259322,0.9618462,14.54968,28.53922,4.107461,0.2815311,-0.07528644,-0.9565933,0,0,0,1.711762,-0.6319967,-2.952359,-0.02052915,-0.01831272,1.190077,0.8848308,0.06933026,-0.4607253,0.05679039,0.965444,0.2543476,0.4624385,-0.2512193,0.8503173,static,26.2098,-17.67535,-0.9882698,-0.8815891,24.12240906537602,-10.285655482116532,31.965065399777316,26.813851972428285,30.762470304305165
16,16,317,05/05/2023 12:39:21.453222,499,True,True,True,True,Eyes,1.169414,-0.3136865,-3.960332,0.4263623,-0.2766249,0.8612164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.857029,1.252255,2.741479,1.18074,-0.3140678,-3.969091,0.1323623,0.2409687,0.003418115,0.9614587,14.64767,28.67649,4.170617,0.2816084,-0.0753286,-0.9565672,0,0,0,1.711762,-0.6319967,-2.952359,-0.02322483,-0.01594236,1.189964,0.8838448,0.07036307,-0.4624579,0.05721756,0.9649371,0.256169,0.4642676,-0.2528744,0.8488287,static,26.33863,-17.80715,-1.118115,-0.7675659,24.24632579902432,-10.41807924382303,32.314397291238436,27.13829885690177,31.08956263422933
