,Time,Frame,EyeTrackingEnabled,EyeCalibrationValid,EyeTrackingEnabledAndValid,EyeTrackingDataValid,EyeGazeOrigin.x,EyeGazeOrigin.y,EyeGazeOrigin.z,EyeGazeDirection.x,EyeGazeDirection.y,EyeGazeDirection.z,EyeHitInfo.point.x,EyeHitInfo.point.y,EyeHitInfo.point.z,EyeHitPosition.x,EyeHitPosition.y,EyeHitPosition.z,EyeHitNormal.x,EyeHitNormal.y,EyeHitNormal.z,LocalEyeHitPosition.x,LocalEyeHitPosition.y,LocalEyeHitPosition.z,HeadGazeOrigin.x,HeadGazeOrigin.y,HeadGazeOrigin.z,HeadRotation.x,HeadRotation.y,HeadRotation.z,HeadRotation.w,HeadEulerAngles.x,HeadEulerAngles.y,HeadEulerAngles.z,transform.position.x,transform.position.y,transform.position.z,localTransform.position.x,localTransform.position.y,localTransform.position.z,localXAxis.x,localXAxis.y,localXAxis.z,localYAxis.x,localYAxis.y,localYAxis.z,localZAxis.x,localZAxis.y,localZAxis.z,Movement,GazeAngleX,GazeAngleY,TargetAngleX,TargetAngleY,CalibratedGazeAngleX,CalibratedGazeAngleY
10,05/04/2023 10:20:29.526180,190,True,True,True,True,-0.1524572,0.04964624,0.4194548,-0.5126829,-0.173907,0.840781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03755577,-0.1622873,-0.4469242,-0.1857197,0.04551793,0.4369499,0.1252109,-0.2404075,0.01160216,0.9624926,14.27686,331.6712,357.7605,-1.03374,-0.3195358,2.269206,0.1173121,0.1478899,2.04302,0.8841392,-0.03786926,0.4656863,-0.08253725,0.9683753,0.2354506,-0.4598754,-0.2466076,0.853053,moving,-31.37358,-11.68625,3.286369,4.1403,-29.248384586055003,-1.3284664080741297
11,05/04/2023 10:20:29.546384,191,True,True,True,True,-0.1541874,0.04933656,0.4206418,-0.5117967,-0.1741391,0.8412727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03642526,-0.1633478,-0.449353,-0.1875113,0.04459639,0.4390651,0.1266843,-0.2398945,0.01152414,0.9624287,14.44073,331.718,357.7157,-1.02692,-0.3203081,2.286411,0.1299431,0.1568053,2.051579,0.8846357,-0.03859941,0.4646825,-0.08296404,0.9676365,0.2383201,-0.4588428,-0.2493784,0.8528035,moving,-31.31466,-11.69477,3.624164,4.370708,-29.193265121086725,-1.337126852758308
12,05/04/2023 10:20:29.566457,192,True,True,True,True,-0.155903,0.04901898,0.4219043,-0.5107417,-0.1742526,0.8418902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.035025,-0.1644865,-0.4524879,-0.1894233,0.0442622,0.4418004,0.1275586,-0.2390877,0.01065213,0.9625241,14.51598,331.7952,357.6029,-1.020053,-0.3210858,2.303735,0.1413388,0.1620474,2.060094,0.8854473,-0.04048948,0.4629727,-0.0815012,0.9672307,0.2404628,-0.4575377,-0.2506499,0.8531318,moving,-31.24354,-11.69383,3.924796,4.497636,-29.126653384477294,-1.336779512238758
13,05/04/2023 10:20:29.576591,193,True,True,True,True,-0.1576184,0.04869092,0.423227,-0.5096812,-0.1743253,0.8425176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03371975,-0.163847,-0.4562509,-0.1912932,0.04374367,0.4445685,0.1267399,-0.2383533,0.009323106,0.962828,14.38888,331.8741,357.4874,-1.012861,-0.3219001,2.321876,0.1535471,0.1603808,2.069699,0.8862015,-0.04246464,0.4613498,-0.07837084,0.9677001,0.239613,-0.4566233,-0.2485018,0.8542494,moving,-31.17185,-11.6901,4.242895,4.43099,-29.059488143251357,-1.333751816580138
14,05/04/2023 10:20:29.596571,194,True,True,True,True,-0.1593083,0.04834911,0.4246431,-0.5084862,-0.1742441,0.8432561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03260362,-0.1636983,-0.4597365,-0.193011,0.04315356,0.4473279,0.1264975,-0.2376217,0.00841053,0.9630492,14.33812,331.9526,357.4019,-1.005792,-0.3227006,2.339709,0.1653242,0.1614433,2.078984,0.8869303,-0.0439176,0.4598106,-0.07631662,0.9678552,0.2396496,-0.455555,-0.2476437,0.8550686,moving,-31.09011,-11.67486,4.546685,4.440386,-28.982829674921256,-1.319726772548096
15,05/04/2023 10:20:29.606189,195,True,True,True,True,-0.1609902,0.04799707,0.4261307,-0.5072826,-0.1741402,0.8440021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03186715,-0.1632506,-0.4636905,-0.1947184,0.04265063,0.4504896,0.1256849,-0.2369976,0.007841676,0.9633142,14.23296,332.0285,357.3707,-0.9989552,-0.3234748,2.356956,0.1767492,0.1601099,2.087723,0.8875414,-0.04446603,0.4585773,-0.07468202,0.9682836,0.2384312,-0.454635,-0.245865,0.8560709,moving,-31.00773,-11.65806,4.839192,4.385497,-28.90556082622787,-1.3042055526190843
16,05/04/2023 10:20:29.626231,196,True,True,True,True,-0.1626371,0.04763921,0.4277159,-0.5054758,-0.1739927,0.8451158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03121537,-0.16268,-0.4677079,-0.1962631,0.04188704,0.4537798,0.1249236,-0.2361537,0.007773552,0.9636208,14.14812,332.137,357.398,-0.9926402,-0.3241899,2.372887,0.1858215,0.1593067,2.095541,0.888342,-0.04402084,0.4570675,-0.07398386,0.9686674,0.2370865,-0.4531831,-0.2444295,0.857251,moving,-30.88424,-11.63352,5.067432,4.347364,-28.789737132369297,-1.2815582148910618
17,05/04/2023 10:20:29.646123,197,True,True,True,True,-0.1642711,0.04729374,0.4293909,-0.5036641,-0.1738974,0.8462164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03057532,-0.1640503,-0.4713163,-0.197665,0.0413975,0.4573852,0.1258538,-0.2350988,0.00794094,0.9637564,14.25977,332.2574,357.4056,-0.9858309,-0.3249609,2.390065,0.1947997,0.1656202,2.103639,0.889331,-0.04386987,0.4551547,-0.07448239,0.9681956,0.2388509,-0.451157,-0.2463186,0.8577788,moving,-30.76092,-11.61261,5.290576,4.50163,-28.674098264366847,-1.2624026995143502
18,05/04/2023 10:20:29.656650,198,True,True,True,True,-0.1642711,0.04729374,0.4293909,-0.5036641,-0.1738974,0.8462164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0300891,-0.1652856,-0.4749835,-0.1989726,0.0412037,0.4610274,0.1263845,-0.2341827,0.007737248,0.9639117,14.31608,332.3601,357.3808,-0.9786775,-0.3257709,2.40811,0.2050012,0.1699217,2.112544,0.8901972,-0.04427808,0.4534185,-0.07411016,0.9679342,0.2400231,-0.449507,-0.2472709,0.8583709,moving,-30.76092,-11.61261,5.542625,4.598664,-28.674098264366847,-1.2624026995143502
19,05/04/2023 10:20:29.686176,199,True,True,True,True,-0.1642711,0.04729374,0.4293909,-0.5036641,-0.1738974,0.8462164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02955909,-0.1666299,-0.4790752,-0.2002886,0.04112408,0.4651296,0.1268148,-0.233068,0.007406591,0.9641278,14.35823,332.486,357.3476,-0.9720659,-0.3265196,2.424789,0.2130171,0.1732983,2.120297,0.8912489,-0.04483111,0.4512931,-0.07339471,0.9677263,0.2410788,-0.4475361,-0.2479838,0.8591947,moving,-30.76092,-11.61261,5.73701,4.672572,-28.674098264366847,-1.2624026995143502
20,05/04/2023 10:20:29.696383,200,True,True,True,True,-0.1659954,0.04690907,0.431495,-0.5006843,-0.1737621,0.8480107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02896407,-0.1677353,-0.4834695,-0.2014702,0.0408117,0.4695326,0.127204,-0.2316951,0.006845285,0.9644116,14.39032,332.6402,357.2933,-0.965174,-0.3273,2.442175,0.2202082,0.1766742,2.128465,0.8925411,-0.04574176,0.4486403,-0.07214844,0.9675446,0.2421821,-0.4451573,-0.2485262,0.860273,moving,-30.55854,-11.57993,5.906732,4.744986,-28.484335282879698,-1.2325403284563627
21,05/04/2023 10:20:29.706496,201,True,True,True,True,-0.1676919,0.0465184,0.4336902,-0.4977323,-0.1737144,0.8497564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02856594,-0.1684676,-0.4878041,-0.2026172,0.04006013,0.4738055,0.1276424,-0.2305103,0.006462695,0.9646403,14.4324,332.7737,357.2551,-0.955903,-0.3283499,2.465563,0.232973,0.1818974,2.140771,0.8936465,-0.04637743,0.4463688,-0.07131414,0.9673313,0.2432786,-0.4430692,-0.2492375,0.8611449,moving,-30.35902,-11.5537,6.210869,4.856653,-28.297296260032752,-1.2088623938025194
22,05/04/2023 10:20:29.726517,202,True,True,True,True,-0.1696616,0.04613994,0.4358292,-0.4931122,-0.1732887,0.8525324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02829354,-0.1700794,-0.4918713,-0.2036425,0.03955191,0.478153,0.1286839,-0.2293222,0.006299402,0.964786,14.54818,332.9044,357.2248,-0.9514354,-0.3288558,2.476833,0.2358265,0.1875544,2.144493,0.8947433,-0.04686499,0.444115,-0.07117529,0.9668016,0.2454156,-0.4408725,-0.2511939,0.8617035,moving,-30.04546,-11.48961,6.275511,4.998294,-28.003189627805853,-1.1496452255505218
23,05/04/2023 10:20:29.746315,203,True,True,True,True,-0.17159,0.04574428,0.4380814,-0.4885859,-0.1728912,0.8552149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02839798,-0.1707511,-0.4968743,-0.204726,0.03885375,0.4831398,0.1287381,-0.2282025,0.006360506,0.9650438,14.55912,333.0398,357.2475,-0.944655,-0.3296236,2.493937,0.243274,0.1901233,2.152033,0.8957663,-0.0464804,0.4420885,-0.07103306,0.9667721,0.2455729,-0.4388132,-0.2513788,0.8627003,moving,-29.73941,-11.42894,6.449553,5.048738,-27.716140375602322,-1.0936602876858164
24,05/04/2023 10:20:29.756290,204,True,True,True,True,-0.1734237,0.04533756,0.4404915,-0.4841122,-0.1725568,0.8578225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02861489,-0.1714006,-0.5017732,-0.2056727,0.03804977,0.4880823,0.1289124,-0.2271363,0.006298673,0.9652725,14.58006,333.1658,357.2519,-0.9375003,-0.3304337,2.511986,0.2516024,0.1934491,2.160281,0.8967388,-0.04640151,0.4401209,-0.07072125,0.9666838,0.2460099,-0.436873,-0.2517326,0.8635814,moving,-29.43822,-11.37364,6.643165,5.117083,-27.433680494560498,-1.0428048307157134
25,05/04/2023 10:20:29.776739,205,True,True,True,True,-0.1752149,0.04491737,0.4430404,-0.4797427,-0.1721891,0.8603474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02913795,-0.1728407,-0.5068446,-0.2066343,0.03743294,0.4934728,0.1295487,-0.2262013,0.006386797,0.9654063,14.65651,333.2735,357.2583,-0.9311761,-0.3311498,2.52794,0.258644,0.1982294,2.16649,0.8975844,-0.04627644,0.438407,-0.07093986,0.9663526,0.2472449,-0.4350975,-0.2530237,0.8641003,moving,-29.1447,-11.31759,6.807973,5.227891,-27.158398407427363,-0.9911675534547015
26,05/04/2023 10:20:29.796673,206,True,True,True,True,-0.2204471,0.03409088,0.5094395,-0.3646711,-0.1598772,0.9173082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03012322,-0.1730258,-0.5126923,-0.2074128,0.03668439,0.4993326,0.1289755,-0.2253312,0.006411352,0.9656863,14.59525,333.3845,357.2908,-0.9242079,-0.3319389,2.545518,0.2667953,0.1980022,2.173975,0.8983696,-0.04574168,0.4368522,-0.07050711,0.9666484,0.2462104,-0.4335446,-0.2519891,0.8651823,moving,-21.68004,-9.886745,6.996486,5.204049,-20.15751810117868,0.32725131282786357
27,05/04/2023 10:20:29.806246,207,True,True,True,True,-0.2204734,0.03405199,0.5096948,-0.364576,-0.1598799,0.9173455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0309321,-0.1735601,-0.5185422,-0.2081033,0.03587004,0.5053437,0.1287766,-0.2241852,0.006508632,0.9659789,14.57868,333.5259,357.3252,-0.9174249,-0.332707,2.56263,0.2731776,0.1993845,2.181062,0.8993973,-0.0451652,0.4347926,-0.07031401,0.9667484,0.2458727,-0.43144,-0.2517093,0.8663152,moving,-21.67411,-9.886514,7.139107,5.223246,-20.15196292399221,0.3274271431106559
28,05/04/2023 10:20:29.829121,208,True,True,True,True,-0.2205578,0.03397924,0.5101827,-0.3642467,-0.1597992,0.9174904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03186524,-0.1742501,-0.5246534,-0.2087732,0.03491135,0.5116978,0.1287231,-0.2229548,0.006988112,0.9662675,14.58866,333.6813,357.4004,-0.910463,-0.3334953,2.580192,0.2792789,0.2017072,2.188168,0.9004847,-0.04389406,0.4326669,-0.07090361,0.9667631,0.2456457,-0.4290688,-0.2518778,0.8674431,moving,-21.65324,-9.880089,7.273418,5.266691,-20.132372467138552,0.3334464142229745
29,05/04/2023 10:20:29.846222,209,True,True,True,True,-0.2206609,0.03387646,0.5109223,-0.3638932,-0.1597025,0.9176475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03328824,-0.1746749,-0.530942,-0.2093858,0.03399121,0.5181901,0.1283644,-0.2220934,0.007388283,0.9665105,14.56113,333.7941,357.4693,-0.9038019,-0.3342496,2.596996,0.286299,0.2024403,2.194607,0.9012399,-0.04273605,0.4312079,-0.07129946,0.9669361,0.2448493,-0.4274143,-0.2514128,0.8683942,moving,-21.63081,-9.872572,7.432587,5.270302,-20.111313336912012,0.3405042959798905
30,05/04/2023 10:20:29.856613,210,True,True,True,True,-0.2207741,0.03372945,0.5119147,-0.3635281,-0.159578,0.9178138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03515008,-0.1752922,-0.5373911,-0.2099414,0.03316292,0.5249541,0.128136,-0.2215947,0.007239974,0.9666564,14.53289,333.8543,357.4664,-0.8969133,-0.3350296,2.614373,0.2953306,0.2034657,2.201034,0.9016867,-0.04279138,0.4302672,-0.07078566,0.9670575,0.2445183,-0.4265564,-0.2509357,0.8689539,moving,-21.60755,-9.863277,7.642196,5.281468,-20.08946434956807,0.34926664670807916
31,05/04/2023 10:20:29.876587,211,True,True,True,True,-0.2208867,0.03353778,0.5131626,-0.3629239,-0.1594154,0.9180811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03749591,-0.1754176,-0.5441496,-0.2102984,0.03194711,0.5320057,0.1277526,-0.2212467,0.007082724,0.9667881,14.48659,333.8976,357.4643,-0.8901086,-0.3358002,2.631539,0.304538,0.204078,2.207041,0.9019995,-0.04283469,0.429607,-0.07022466,0.9672582,0.2438853,-0.4259877,-0.2501534,0.8694583,moving,-21.56924,-9.85061,7.856334,5.282937,-20.05349698131525,0.36115596170249553
32,05/04/2023 10:20:29.896514,212,True,True,True,True,-0.2209761,0.03329432,0.5146766,-0.3621122,-0.1592368,0.9184326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04022531,-0.1756558,-0.5510097,-0.2104364,0.03067329,0.5393147,0.1274169,-0.2208892,0.007400009,0.9669117,14.45804,333.9482,357.5153,-0.8831432,-0.3365889,2.64911,0.3136303,0.2051566,2.213188,0.9023064,-0.04197973,0.4290465,-0.07060035,0.9674203,0.2431326,-0.4252749,-0.249671,0.8699458,moving,-21.51793,-9.836097,8.065665,5.296031,-20.005341861811345,0.3747198306192132
33,05/04/2023 10:20:29.906445,213,True,True,True,True,-0.221057,0.03301862,0.5164456,-0.3612941,-0.1590681,0.918784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04331926,-0.1762747,-0.5580218,-0.210395,0.02932351,0.5470025,0.1273462,-0.2204861,0.008271738,0.9670058,14.47377,334.0094,357.623,-0.8762704,-0.3373672,2.666448,0.3219284,0.2075635,2.218824,0.9026349,-0.0401585,0.4285295,-0.07215378,0.967429,0.2426414,-0.424316,-0.2499366,0.8703377,moving,-21.46628,-9.822194,8.255419,5.344274,-19.956872631403797,0.38769403175724726
34,05/04/2023 10:20:29.926469,214,True,True,True,True,-0.2211154,0.03273112,0.5184931,-0.3600432,-0.1587878,0.9193233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04665646,-0.1771401,-0.5651332,-0.2101981,0.02818143,0.5549356,0.1272622,-0.2200771,0.009267475,0.9671012,14.49112,334.0731,357.7453,-0.8690382,-0.3381861,2.684692,0.3306534,0.2098313,2.225039,0.9029604,-0.03808983,0.4280325,-0.07394017,0.9674369,0.2420717,-0.4233149,-0.25023,0.8707408,moving,-21.38727,-9.79958,8.452618,5.387319,-19.88271881461373,0.4088364762068615
35,05/04/2023 10:20:29.946128,215,True,True,True,True,-0.2211451,0.03242348,0.520813,-0.358737,-0.1584171,0.9198977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05000992,-0.1780886,-0.5729063,-0.2097703,0.02759193,0.5636251,0.1267304,-0.2193533,0.009683266,0.9673313,14.44371,334.1707,357.8184,-0.862409,-0.3389368,2.701416,0.3362707,0.2088881,2.230183,0.9035807,-0.03686362,0.4268289,-0.07433131,0.9676912,0.2409325,-0.4219202,-0.2494287,0.8716471,moving,-21.30453,-9.77116,8.57456,5.350947,-19.805030814115113,0.43553681849983583
36,05/04/2023 10:20:29.966317,216,True,True,True,True,-0.2211421,0.03208334,0.5234135,-0.356738,-0.1579053,0.9207627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05287145,-0.1780853,-0.5810665,-0.2092298,0.02669437,0.5724145,0.125681,-0.2181515,0.009824771,0.9677385,14.33195,334.3266,357.8813,-0.8551167,-0.3397625,2.719812,0.3408321,0.2060451,2.236997,0.9046268,-0.03581938,0.4246967,-0.07385061,0.9682155,0.2389661,-0.4197575,-0.2475393,0.8732284,moving,-21.17824,-9.731223,8.663045,5.262546,-19.686476211146683,0.4729787738825344
37,05/04/2023 10:20:29.976448,217,True,True,True,True,-0.2211074,0.03172348,0.5262837,-0.3546538,-0.157326,0.9216665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05489373,-0.1775158,-0.5898632,-0.2083762,0.02564452,0.5817091,0.1241823,-0.2158273,0.01036486,0.9684471,14.18195,334.6263,358.0182,-0.8486908,-0.3404902,2.736022,0.3378759,0.2009486,2.242896,0.9066222,-0.03352823,0.420609,-0.07367951,0.9689426,0.2360539,-0.4154605,-0.245002,0.8759946,moving,-21.04654,-9.686874,8.566777,5.119653,-19.562823913436482,0.5146240161303943
38,05/04/2023 10:20:29.996761,218,True,True,True,True,-0.2210159,0.03134807,0.529438,-0.3520892,-0.1566863,0.9227582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05703613,-0.1775186,-0.5985188,-0.2075993,0.02482107,0.5909967,0.122977,-0.2136809,0.0112322,0.9690671,14.0723,334.9058,358.1812,-0.8412753,-0.3413299,2.754729,0.3376934,0.1974446,2.250406,0.9084286,-0.03078617,0.4169049,-0.07432519,0.969501,0.2335457,-0.4113797,-0.2431461,0.8784342,moving,-20.88494,-9.637024,8.534066,5.014139,-19.411130929548527,0.5613286131907262
39,05/04/2023 10:20:30.006344,219,True,True,True,True,-0.2208822,0.03097496,0.5328691,-0.3494646,-0.1560635,0.9238607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0595234,-0.1781958,-0.6072887,-0.2066251,0.02406972,0.6006854,0.1222655,-0.2116396,0.01187444,0.9695973,14.01186,335.1652,358.3034,-0.8345234,-0.3420945,2.771761,0.3363816,0.1956825,2.256205,0.9101354,-0.02872557,0.4133139,-0.07477926,0.9698203,0.2320703,-0.4075066,-0.2421227,0.8805197,moving,-20.7199,-9.588192,8.479869,4.956907,-19.25622351082972,0.6070266350795119
