,Time,Frame,EyeTrackingEnabled,EyeCalibrationValid,EyeTrackingEnabledAndValid,EyeTrackingDataValid,EyeGazeOrigin.x,EyeGazeOrigin.y,EyeGazeOrigin.z,EyeGazeDirection.x,EyeGazeDirection.y,EyeGazeDirection.z,EyeHitInfo.point.x,EyeHitInfo.point.y,EyeHitInfo.point.z,EyeHitPosition.x,EyeHitPosition.y,EyeHitPosition.z,EyeHitNormal.x,EyeHitNormal.y,EyeHitNormal.z,LocalEyeHitPosition.x,LocalEyeHitPosition.y,LocalEyeHitPosition.z,HeadGazeOrigin.x,HeadGazeOrigin.y,HeadGazeOrigin.z,HeadRotation.x,HeadRotation.y,HeadRotation.z,HeadRotation.w,HeadEulerAngles.x,HeadEulerAngles.y,HeadEulerAngles.z,transform.position.x,transform.position.y,transform.position.z,localTransform.position.x,localTransform.position.y,localTransform.position.z,localXAxis.x,localXAxis.y,localXAxis.z,localYAxis.x,localYAxis.y,localYAxis.z,localZAxis.x,localZAxis.y,localZAxis.z,Movement,GazeAngleX,GazeAngleY,TargetAngleX,TargetAngleY,CalibratedGazeAngleX,CalibratedGazeAngleY
0,05/04/2023 10:18:50.914674,229,True,True,True,True,2.189426,0.07782311,-2.640397,-0.9995173,0.03082049,-0.003901768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48219,0.2300743,2.121527,2.208436,0.06920344,-2.415181,0.04975067,-0.7152259,0.06575953,0.6940119,9.388094,268.371,1.167933,0.8688057,0.1657099,-2.637436,-0.1923432,0.2124334,1.300464,-0.03174478,0.02010985,0.9992937,-0.1624417,0.9864011,-0.02501072,-0.9862074,-0.1631209,-0.02804643,moving,89.77634,-82.78493,-8.413258,9.277444,83.70883499358582,-70.69603551895115
1,05/04/2023 10:18:50.924780,230,True,True,True,True,2.189568,0.07734694,-2.631109,-0.9995152,0.02919068,-0.01082544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47735,0.2093728,2.113633,2.204639,0.06743198,-2.404905,0.04653001,-0.7161168,0.06738891,0.6931598,9.26623,268.2595,1.554901,0.8714147,0.1633765,-2.637383,-0.1892158,0.2173125,1.300591,-0.03472909,0.02678072,0.9990379,-0.1600644,0.9865874,-0.0320112,-0.9864956,-0.1610221,-0.02997662,moving,89.37947,-69.65257,-8.277571,9.485776,83.42983818183681,-58.055636869194004
2,05/04/2023 10:18:50.944935,231,True,True,True,True,2.189543,0.07704318,-2.621803,-0.999475,0.02716785,-0.01765456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.471318,0.2269357,2.104687,2.201839,0.06795549,-2.394976,0.04984268,-0.7161586,0.07486988,0.6921178,10.15033,268.2107,1.877332,0.8740218,0.1610448,-2.637331,-0.1831307,0.2133828,1.301649,-0.03697749,0.03224704,0.9987958,-0.1750281,0.9838204,-0.03824343,-0.9838689,-0.1762314,-0.03073513,moving,88.98804,-56.98286,-8.008454,9.30984,83.1526709721432,-45.86048961160364
3,05/04/2023 10:18:50.964722,232,True,True,True,True,2.189362,0.07687831,-2.612455,-0.99937,0.02534035,-0.02484896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.470391,0.2276526,2.090662,2.198007,0.07115547,-2.385209,0.0510604,-0.7170991,0.08180451,0.690268,10.82527,268.0352,2.31668,0.8765841,0.1587532,-2.637279,-0.1768229,0.2078132,1.303695,-0.04184616,0.03970332,0.998335,-0.1861648,0.9814017,-0.04683314,-0.9816271,-0.1878146,-0.03367645,moving,88.57565,-45.56095,-7.724017,9.056937,82.84706828572098,-34.86593789348376
4,05/04/2023 10:18:50.974866,233,True,True,True,True,2.189061,0.07681079,-2.603111,-0.9992158,0.02329653,-0.03201692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.471466,0.1914769,2.077172,2.19356,0.07511433,-2.37531,0.04638572,-0.7190965,0.08279966,0.688399,10.54138,267.7555,2.756906,0.8792697,0.1563513,-2.637225,-0.1759066,0.21338,1.303004,-0.04791084,0.04728676,0.9977317,-0.18071,0.9819852,-0.05521812,-0.9823689,-0.1829456,-0.03850255,moving,88.16475,-36.04082,-7.688489,9.300208,82.52943961233076,-25.701483517915165
5,05/04/2023 10:18:50.995156,234,True,True,True,True,2.189061,0.07681079,-2.603111,-0.9992158,0.02329653,-0.03201692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.477231,0.2012138,2.055536,2.190504,0.07751036,-2.366025,0.04872598,-0.7213775,0.08494522,0.6855834,10.91582,267.3429,2.695344,0.881969,0.1539372,-2.63717,-0.1787461,0.213182,1.302048,-0.05520226,0.04617444,0.997407,-0.1867737,0.9808202,-0.05574371,-0.9808508,-0.1893666,-0.04551942,moving,88.16475,-36.04082,-7.816745,9.298436,82.52943961233076,-25.701483517915165
6,05/04/2023 10:18:51.015144,235,True,True,True,True,2.189061,0.07681079,-2.603111,-0.9992158,0.02329653,-0.03201692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.482623,0.2075881,2.033515,2.186528,0.07919121,-2.356801,0.05031344,-0.7238274,0.08457591,0.6829273,11.02034,266.9097,2.492222,0.8844517,0.1517168,-2.63712,-0.1815696,0.2055241,1.30209,-0.06215823,0.04268191,0.9971534,-0.1883549,0.9806309,-0.05371589,-0.9801321,-0.1911575,-0.05291487,moving,88.16475,-36.04082,-7.938406,8.969665,82.52943961233076,-25.701483517915165
7,05/04/2023 10:18:51.024561,236,True,True,True,True,2.189061,0.07681079,-2.603111,-0.9992158,0.02329653,-0.03201692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.489334,0.2057806,2.011768,2.183393,0.08006494,-2.347918,0.05052868,-0.7264777,0.08462378,0.6800853,11.05097,266.4573,2.434339,0.8870084,0.1494303,-2.637069,-0.183176,0.1945224,1.302894,-0.06986191,0.04168687,0.9966854,-0.1885187,0.9805713,-0.05422696,-0.9795817,-0.1916822,-0.06064581,moving,88.16475,-36.04082,-8.002856,8.491552,82.52943961233076,-25.701483517915165
8,05/04/2023 10:18:51.044931,237,True,True,True,True,2.189061,0.07681079,-2.603111,-0.9992158,0.02329653,-0.03201692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.502795,0.2149791,1.981032,2.180919,0.0783031,-2.339262,0.0523232,-0.730029,0.08643188,0.6759066,11.3573,265.826,2.364273,0.8896182,0.1470962,-2.637016,-0.1814675,0.196235,1.302483,-0.08082561,0.04044483,0.9959075,-0.1932347,0.9795836,-0.05546436,-0.9778179,-0.1969268,-0.07136001,moving,88.16475,-36.04082,-7.931633,8.567869,82.52943961233076,-25.701483517915165
9,05/04/2023 10:18:51.054898,238,True,True,True,True,2.189061,0.07681079,-2.603111,-0.9992158,0.02329653,-0.03201692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.519036,0.2259939,1.94626,2.17856,0.07743971,-2.330756,0.05477108,-0.7338994,0.08999492,0.6710387,11.86471,265.1221,2.365205,0.8921932,0.1447932,-2.636964,-0.1772864,0.1949428,1.302378,-0.09341455,0.04038722,0.9948078,-0.201173,0.9778021,-0.05858737,-0.9750914,-0.2056014,-0.08321607,moving,88.16475,-36.04082,-7.751752,8.51296,82.52943961233076,-25.701483517915165
