Time,Frame,EyeTrackingEnabled,EyeCalibrationValid,EyeTrackingEnabledAndValid,EyeTrackingDataValid,EyeGazeOrigin.x,EyeGazeOrigin.y,EyeGazeOrigin.z,EyeGazeDirection.x,EyeGazeDirection.y,EyeGazeDirection.z,EyeHitInfo.point.x,EyeHitInfo.point.y,EyeHitInfo.point.z,EyeHitPosition.x,EyeHitPosition.y,EyeHitPosition.z,EyeHitNormal.x,EyeHitNormal.y,EyeHitNormal.z,LocalEyeHitPosition.x,LocalEyeHitPosition.y,LocalEyeHitPosition.z,HeadGazeOrigin.x,HeadGazeOrigin.y,HeadGazeOrigin.z,HeadRotation.x,HeadRotation.y,HeadRotation.z,HeadRotation.w,HeadEulerAngles.x,HeadEulerAngles.y,HeadEulerAngles.z,transform.position.x,transform.position.y,transform.position.z,localTransform.position.x,localTransform.position.y,localTransform.position.z,localXAxis.x,localXAxis.y,localXAxis.z,localYAxis.x,localYAxis.y,localYAxis.z,localZAxis.x,localZAxis.y,localZAxis.z,Movement,GazeAngleX,GazeAngleY,TargetAngleX,TargetAngleY
05/04/2023 10:12:20.279140,0,True,True,True,True,1.318277,-0.2632213,-3.010112,-0.1716098,-0.1008259,0.9799919,0,0,0,0,0,0,0,0,0,-1.316191,0.5837047,2.969577,1.305823,-0.2616297,-3.019575,0.05297763,0.001961912,0.001651619,0.9985925,6.073239,0.2358531,0.2020398,0.7328303,-0.06772034,-1.07076,-0.5795999,0.4008,1.915,0.9999869,0.003506463,-0.003743302,-0.003090713,0.9943812,0.1058126,0.004093298,-0.1057996,0.994379,start,-9.932552,-5.874175,-16.83913,11.82109
05/04/2023 10:12:20.298887,1,True,True,True,True,1.318289,-0.2632294,-3.01011,-0.1714984,-0.1008041,0.9800137,0,0,0,0,0,0,0,0,0,-1.318008,0.5854988,2.968507,1.305881,-0.2619449,-3.01961,0.0533818,0.002207509,0.001309142,0.9985709,6.119659,0.2621031,0.164242,0.7340455,-0.06923155,-1.070337,-0.5795999,0.4008001,1.915,0.9999868,0.002850224,-0.004268939,-0.002378861,0.9942973,0.1066168,0.004548477,-0.1066052,0.994291,start,-9.926022,-5.872784,-16.83913,11.82109
05/04/2023 10:12:20.308963,2,True,True,True,True,1.318295,-0.2632415,-3.010106,-0.1713796,-0.1007786,0.9800371,0,0,0,0,0,0,0,0,0,-1.319844,0.588171,2.967218,1.305949,-0.2618566,-3.019643,0.05396349,0.00246709,0.001053334,0.9985394,6.186443,0.2905013,0.1365782,0.7352741,-0.07113364,-1.069834,-0.5795999,0.4008,1.915,0.9999856,0.002369856,-0.00481329,-0.001837325,0.9941737,0.1077745,0.005040657,-0.1077641,0.9941637,start,-9.919049,-5.871167,-16.83913,11.82109
05/04/2023 10:12:20.329100,3,True,True,True,True,1.318289,-0.2632484,-3.010106,-0.1712344,-0.1008036,0.9800599,0,0,0,0,0,0,0,0,0,-1.321059,0.5878044,2.966624,1.305822,-0.2619649,-3.019565,0.05394369,0.002673838,0.0009314016,0.99854,6.184182,0.3135354,0.1238239,0.7360195,-0.07103667,-1.06952,-0.5795999,0.4008,1.915,0.999984,0.002148557,-0.00523938,-0.00157161,0.9941784,0.1077349,0.005440353,-0.1077249,0.9941658,start,-9.910583,-5.872481,-16.83913,11.82109
05/04/2023 10:12:20.349089,4,True,True,True,True,1.318284,-0.2632557,-3.010099,-0.1711128,-0.1007834,0.9800833,0,0,0,0,0,0,0,0,0,-1.319496,0.5904872,2.966885,1.305795,-0.2618367,-3.019685,0.05434217,0.002439297,0.001082005,0.9985189,6.229896,0.287546,0.1398207,0.7349975,-0.07262298,-1.069764,-0.5795999,0.4008,1.915,0.9999858,0.002425918,-0.004753772,-0.001895691,0.9940915,0.1085286,0.004988966,-0.1085181,0.994082,start,-9.903454,-5.871171,-16.83913,11.82109
05/04/2023 10:12:20.369050,5,True,True,True,True,1.318266,-0.263271,-3.010095,-0.1709749,-0.1006965,0.9801162,0,0,0,0,0,0,0,0,0,-1.318041,0.5873978,2.967991,1.305846,-0.2618672,-3.019509,0.05375701,0.002206257,0.001215247,0.998551,6.162742,0.2614499,0.1535335,0.7340632,-0.07050972,-1.070086,-0.5796,0.4008,1.915,0.9999874,0.002664176,-0.004275462,-0.002189769,0.9942174,0.1073636,0.004536775,-0.1073529,0.9942107,start,-9.895307,-5.86595,-16.83913,11.82109
05/04/2023 10:12:20.380979,6,True,True,True,True,1.318253,-0.2632826,-3.010086,-0.1708389,-0.1006145,0.9801484,0,0,0,0,0,0,0,0,0,-1.317275,0.5844362,2.968907,1.306001,-0.2619967,-3.019422,0.05324402,0.002049057,0.001196402,0.9985787,6.103902,0.2431498,0.1502567,0.7336183,-0.06860703,-1.070376,-0.5796,0.4008,1.915,0.9999888,0.002607603,-0.003964887,-0.002171203,0.9943272,0.1063416,0.004219693,-0.1063318,0.9943217,start,-9.887268,-5.861013,-16.83913,11.82109
05/04/2023 10:12:20.399810,7,True,True,True,True,1.318239,-0.2632964,-3.01008,-0.1707105,-0.1004671,0.9801859,0,0,0,0,0,0,0,0,0,-1.31769,0.5837548,2.96885,1.305931,-0.2619934,-3.019446,0.05331866,0.002069263,0.0007680223,0.9985752,6.11257,0.2428562,0.1011012,0.7338814,-0.06840303,-1.070322,-0.5796,0.4008,1.915,0.9999903,0.001754516,-0.00405073,-0.001313195,0.9943131,0.1064885,0.004214529,-0.1064822,0.9943056,start,-9.879614,-5.852268,-16.83913,11.82109
05/04/2023 10:12:20.408762,8,True,True,True,True,1.318224,-0.2633101,-3.010079,-0.1705912,-0.1003321,0.9802204,0,0,0,0,0,0,0,0,0,-1.317695,0.5799057,2.969639,1.30582,-0.2620602,-3.019524,0.05282828,0.002033748,0.0003826399,0.9986014,6.056392,0.2363607,0.05641251,0.7338605,-0.06611123,-1.070609,-0.5796,0.4008,1.915,0.9999915,0.0009790882,-0.004021379,-0.0005493308,0.994418,0.1055103,0.004102236,-0.1055072,0.99441,start,-9.872507,-5.844253,-16.83913,11.82109
05/04/2023 10:12:20.428954,9,True,True,True,True,1.318185,-0.2633218,-3.010073,-0.170448,-0.1001938,0.9802595,0,0,0,0,0,0,0,0,0,-1.317581,0.5801219,2.969745,1.305807,-0.2620665,-3.019625,0.05294277,0.00199071,0.0001962192,0.9985956,6.069575,0.2302801,0.03472538,0.7337924,-0.06634725,-1.070704,-0.5795999,0.4008,1.915,0.999992,0.0006026747,-0.00395505,-0.0001810999,0.994394,0.1057376,0.003996604,-0.1057361,0.9943862,start,-9.863997,-5.83602,-16.83913,11.82109
