,Unnamed: 0,Time,Frame,EyeTrackingEnabled,EyeCalibrationValid,EyeTrackingEnabledAndValid,EyeTrackingDataValid,GazeInputSource,EyeGazeOrigin.x,EyeGazeOrigin.y,EyeGazeOrigin.z,EyeGazeDirection.x,EyeGazeDirection.y,EyeGazeDirection.z,EyeHitInfo.distance,EyeHitPosition.x,EyeHitPosition.y,EyeHitPosition.z,EyeHitNormal.x,EyeHitNormal.y,EyeHitNormal.z,LocalEyeHitPosition.x,LocalEyeHitPosition.y,LocalEyeHitPosition.z,HeadGazeOrigin.x,HeadGazeOrigin.y,HeadGazeOrigin.z,HeadRotation.x,HeadRotation.y,HeadRotation.z,HeadRotation.w,HeadEulerAngles.x,HeadEulerAngles.y,HeadEulerAngles.z,HeadMovementDirection.x,HeadMovementDirection.y,HeadMovementDirection.z,HeadVelocity.x,HeadVelocity.y,HeadVelocity.z,transform.position.x,transform.position.y,transform.position.z,localTransform.position.x,localTransform.position.y,localTransform.position.z,localXAxis.x,localXAxis.y,localXAxis.z,localYAxis.x,localYAxis.y,localYAxis.z,localZAxis.x,localZAxis.y,localZAxis.z,Movement,GazeAngleX,GazeAngleY,TargetAngleX,TargetAngleY,CalibratedGazeAngleX,CalibratedGazeAngleY,euclideanError,recalibratedEuclideanError,cosineError
0,0,05/15/2023 14:11:42.870075,212,True,True,True,True,Eyes,1.506109,-0.3408462,-3.01896,0.06682923,-0.04036429,0.9969476,0,0,0,0,0,0,0,-1.686359,0.3308284,2.937519,1.516068,-0.3403407,-3.027868,-0.003637915,0.02896267,0.003807546,0.9995666,359.5707,3.317799,0.4240656,0.444259,-0.1004771,-0.8902458,0,0,0,2.308631,-0.316981,-1.048537,0.6767253,0.003200027,2.022,0.9982933,0.007401065,-0.05792794,-0.007822519,0.9999446,-0.007052123,0.05787253,0.00749323,0.9982958,static,3.835018,-2.318518,18.50442,0.09067651,2.7995308518649717,3.1367931823776103,14.865919858004688,15.997573876589732,14.86051501267715
1,1,05/15/2023 14:11:42.890010,213,True,True,True,True,Eyes,1.506607,-0.3408255,-3.018955,0.06977916,-0.03950709,0.9967798,0,0,0,0,0,0,0,-1.685219,0.3295318,2.938377,1.516088,-0.34016,-3.027933,-0.003788364,0.02875555,0.00374186,0.9995723,359.5537,3.294024,0.4161352,0.4442484,-0.100481,-0.8902506,0,0,0,2.307831,-0.3162967,-1.04828,0.6767251,0.003199994,2.022,0.9983182,0.007262646,-0.05751484,-0.007698391,0.9999433,-0.007358289,0.05745814,0.007788686,0.9983175,static,4.004435,-2.269714,18.50442,0.09067556,2.953627372187833,3.188014025716288,14.69084762276098,15.856249774912822,14.685601700087549
2,2,05/15/2023 14:11:42.909952,214,True,True,True,True,Eyes,1.507082,-0.3408124,-3.018949,0.07263226,-0.03870386,0.9966075,0,0,0,0,0,0,0,-1.685503,0.3240432,2.938693,1.51611,-0.3401122,-3.0278,-0.004391695,0.02873103,0.003167416,0.9995726,359.4865,3.291274,0.3483612,0.4442507,-0.1004832,-0.8902492,0,0,0,2.307766,-0.3146776,-1.048132,0.6767253,0.003199995,2.022,0.998329,0.006079769,-0.05746531,-0.006584481,0.9999413,-0.008597628,0.05740967,0.00896164,0.9983104,static,4.168319,-2.223999,18.50443,0.09067559,3.102744559761112,3.236000943472568,14.521769763424588,15.719573339606386,14.516664398360554
3,3,05/15/2023 14:11:42.920677,215,True,True,True,True,Eyes,1.507082,-0.3408124,-3.018949,0.07263226,-0.03870386,0.9966075,0,0,0,0,0,0,0,-1.687352,0.3240048,2.937563,1.516025,-0.3402768,-3.027754,-0.004188552,0.02901122,0.002722464,0.9995666,359.5112,3.323678,0.2979238,0.4442641,-0.1004843,-0.8902424,0,0,0,2.308807,-0.3163078,-1.048518,0.6767251,0.003199993,2.022,0.9983019,0.005199539,-0.0580201,-0.005685599,0.9999501,-0.008215508,0.05797448,0.008531436,0.9982816,static,4.168319,-2.223999,18.50442,0.09067553,3.102744559761112,3.236000943472568,14.521759881709645,15.71956355383616,14.516659359606281
4,4,05/15/2023 14:11:42.940955,216,True,True,True,True,Eyes,1.507082,-0.3408124,-3.018949,0.07263226,-0.03870386,0.9966075,0,0,0,0,0,0,0,-1.687599,0.3284484,2.936922,1.515971,-0.3403113,-3.027772,-0.003628514,0.02910399,0.0030545,0.9995651,359.5742,3.334325,0.3377777,0.4442762,-0.1004852,-0.8902363,0,0,0,2.309118,-0.3180952,-1.048662,0.6767253,0.0032,2.022,0.9982873,0.005895135,-0.05820482,-0.006317551,0.999955,-0.007076075,0.05816049,0.007431668,0.9982796,static,4.168319,-2.223999,18.50442,0.09067575,3.102744559761112,3.236000943472568,14.521759916776222,15.719563509816389,14.516664419884751
5,5,05/15/2023 14:11:42.960058,217,True,True,True,True,Eyes,1.507082,-0.3408124,-3.018949,0.07263226,-0.03870386,0.9966075,0,0,0,0,0,0,0,-1.687602,0.3308966,2.936623,1.515881,-0.3403738,-3.027788,-0.00342355,0.02916289,0.003417014,0.9995629,359.5964,3.340997,0.3799612,0.4442871,-0.100486,-0.8902308,0,0,0,2.309253,-0.3184446,-1.048765,0.6767254,0.003199968,2.022,0.9982757,0.00663136,-0.05832369,-0.007030723,0.9999532,-0.006644809,0.0582769,0.007043409,0.9982756,static,4.168319,-2.223999,18.50442,0.09067485,3.102744559761112,3.236000943472568,14.521759773322062,15.719563689897285,14.516666797202154
6,6,05/15/2023 14:11:42.970227,218,True,True,True,True,Eyes,1.507082,-0.3408124,-3.018949,0.07263226,-0.03870386,0.9966075,0,0,0,0,0,0,0,-1.687408,0.3343624,2.936365,1.515892,-0.3402961,-3.027814,-0.002915817,0.02914993,0.003577318,0.9995645,359.6541,3.339637,0.4000225,0.4442969,-0.1004868,-0.8902259,0,0,0,2.309215,-0.3201636,-1.048753,0.6767254,0.003199986,2.022,0.9982749,0.006981528,-0.05829534,-0.007321511,0.9999574,-0.005620537,0.05825361,0.006037652,0.9982836,static,4.168319,-2.223999,18.50442,0.09067535,3.102744559761112,3.236000943472568,14.52175985301881,15.719563589852338,14.516666874689236
7,7,05/15/2023 14:11:42.990567,219,True,True,True,True,Eyes,1.50688,-0.3408255,-3.018952,0.08477843,-0.03886303,0.9956416,0,0,0,0,0,0,0,-1.687975,0.3353949,2.935897,1.515896,-0.340215,-3.027797,-0.002816775,0.02926533,0.003739357,0.9995607,359.6648,3.35285,0.4188751,0.4443057,-0.1004874,-0.8902214,0,0,0,2.309673,-0.3202393,-1.048916,0.6767255,0.003199984,2.022,0.9982591,0.00731056,-0.05852601,-0.007640295,0.9999562,-0.005412209,0.05848388,0.005849943,0.9982712,static,4.86697,-2.2353,18.50443,0.09067529,3.745795976441791,3.225284225041156,13.834394685033766,15.087844492072742,13.828983483854273
8,8,05/15/2023 14:11:43.010544,220,True,True,True,True,Eyes,1.506685,-0.3408377,-3.018958,0.0964427,-0.03900429,0.994574,0,0,0,0,0,0,0,-1.687715,0.3357488,2.936046,1.515827,-0.3401797,-3.027874,-0.002845513,0.02925242,0.003914856,0.9995604,359.6609,3.351299,0.4388858,0.4443088,-0.1004887,-0.8902197,0,0,0,2.309547,-0.319831,-1.048974,0.6767253,0.003199994,2.022,0.9982579,0.007659795,-0.05850139,-0.007992747,0.9999532,-0.005459486,0.05845683,0.005917562,0.9982724,static,5.53859,-2.245822,18.50442,0.09067556,4.363955369310517,3.21533898586898,13.174671473580887,14.481583528631926,13.168865095170885
9,9,05/15/2023 14:11:43.020588,221,True,True,True,True,Eyes,1.506489,-0.3408493,-3.018966,0.1076265,-0.03910709,0.9934219,0,0,0,0,0,0,0,-1.687325,0.3355592,2.936323,1.515778,-0.3401695,-3.02793,-0.002907308,0.02920019,0.003974772,0.9995614,359.6537,3.345265,0.4455601,0.4443069,-0.1004904,-0.8902205,0,0,0,2.309289,-0.3194859,-1.048949,0.6767252,0.003199987,2.022,0.9982631,0.00777627,-0.05839787,-0.008115845,0.9999515,-0.005579937,0.05835165,0.006044194,0.9982778,static,6.183262,-2.254344,18.50442,0.09067537,4.957255544986166,3.2074402493385565,12.542330337965078,13.901075069370302,12.53603498732064
