,Time,Frame,EyeTrackingEnabled,EyeCalibrationValid,EyeTrackingEnabledAndValid,EyeTrackingDataValid,GazeInputSource,EyeGazeOrigin.x,EyeGazeOrigin.y,EyeGazeOrigin.z,EyeGazeDirection.x,EyeGazeDirection.y,EyeGazeDirection.z,EyeHitInfo.distance,EyeHitPosition.x,EyeHitPosition.y,EyeHitPosition.z,EyeHitNormal.x,EyeHitNormal.y,EyeHitNormal.z,LocalEyeHitPosition.x,LocalEyeHitPosition.y,LocalEyeHitPosition.z,HeadGazeOrigin.x,HeadGazeOrigin.y,HeadGazeOrigin.z,HeadRotation.x,HeadRotation.y,HeadRotation.z,HeadRotation.w,HeadEulerAngles.x,HeadEulerAngles.y,HeadEulerAngles.z,HeadMovementDirection.x,HeadMovementDirection.y,HeadMovementDirection.z,HeadVelocity.x,HeadVelocity.y,HeadVelocity.z,transform.position.x,transform.position.y,transform.position.z,localTransform.position.x,localTransform.position.y,localTransform.position.z,localXAxis.x,localXAxis.y,localXAxis.z,localYAxis.x,localYAxis.y,localYAxis.z,localZAxis.x,localZAxis.y,localZAxis.z,Movement,GazeAngleX,GazeAngleY,TargetAngleX,TargetAngleY,CalibratedGazeAngleX,CalibratedGazeAngleY,euclideanError,recalibratedEuclideanError,cosineError
0,05/15/2023 18:56:04.330337,229,True,True,True,True,Eyes,0.5349008,0.2042284,-3.27601,-0.9542732,0.1458071,0.2609653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.648059,0.02714191,2.017448,0.5436953,0.2034109,-3.27812,0.03028812,-0.5154627,-0.01758517,0.8561961,1.933306,297.8415,356.4814,0.2114677,0.06208369,-0.9754109,-0.7076784,-0.02351818,0.2226008,-0.866405,0.516497,-3.723396,-0.5796,0.4008,1.915,0.467978,-0.0613375,0.8816091,-0.001112083,0.9975468,0.06999414,-0.8837395,-0.03373615,0.4667617,moving,-74.70527,29.19306,-16.83913,11.82109,-68.55539968335728,32.79452332076209,60.41750988066704,55.80732438687769,57.00243378786908
1,05/15/2023 18:56:04.350341,230,True,True,True,True,Eyes,0.5340025,0.2041617,-3.27564,-0.9540488,0.1456762,0.2618575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.628548,0.03300256,2.031955,0.5320086,0.2026746,-3.273391,0.03104793,-0.5110425,-0.01797296,0.8588066,2.003379,298.4267,356.4085,0.2036061,0.06201878,-0.9770864,-0.6652177,-0.02210709,0.2092447,-0.8802598,0.5159953,-3.701941,-0.5759544,0.3982792,1.915,0.4770251,-0.06260421,0.8766572,-0.0008630375,0.997426,0.07169823,-0.8788893,-0.03495845,0.4757432,moving,-74.652,29.08799,-16.73916,11.74881,-68.50523574464091,32.693922960386814,60.452826236148795,55.84285410796321,57.05227494798336
2,05/15/2023 18:56:04.370324,231,True,True,True,True,Eyes,0.5326852,0.2040666,-3.275076,-0.9537018,0.1454738,0.2632304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.607523,0.04033785,2.048627,0.5207098,0.2017396,-3.26892,0.0318886,-0.5062839,-0.01868812,0.8615745,2.064574,299.0541,356.2999,0.1972998,0.06195773,-0.9783831,-0.6253046,-0.02078067,0.1966901,-0.8938001,0.5172189,-3.680453,-0.5720393,0.3955719,1.915,0.4866546,-0.06449179,0.8712108,-8.695829e-05,0.9972678,0.0738718,-0.8735945,-0.03602582,0.4853193,moving,-74.57001,28.92715,-16.63167,11.67115,-68.42800909225527,32.539918906738585,60.45345960286805,55.84233393262454,57.082183627339106
3,05/15/2023 18:56:04.389363,232,True,True,True,True,Eyes,0.5309572,0.2039365,-3.274351,-0.9532315,0.1453022,0.2650224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.584943,0.04924485,2.066714,0.509011,0.2010376,-3.264377,0.03302301,-0.501169,-0.01942296,0.8645009,2.156462,299.7245,356.1738,0.1922277,0.0619009,-0.9793959,-0.5877864,-0.01953383,0.1848886,-0.906927,0.5191516,-3.659708,-0.5681035,0.39285,1.915,0.4969047,-0.06668255,0.8652394,0.0004821157,0.9970644,0.07656521,-0.8678051,-0.03762847,0.4954781,moving,-74.46273,28.73436,-16.5235,11.59302,-68.32661316607549,32.355198744277246,60.42168410420633,55.808875637362036,57.08779531977611
4,05/15/2023 18:56:04.400054,233,True,True,True,True,Eyes,0.5288599,0.2037952,-3.273442,-0.9526475,0.1450104,0.2672727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.561502,0.05304317,2.085696,0.4973882,0.2000625,-3.259879,0.03321747,-0.4958635,-0.02035226,0.8675263,2.146238,300.4235,356.0835,0.1881307,0.06184782,-0.9801945,-0.5525192,-0.0183618,0.1737953,-0.9199917,0.51913,-3.639457,-0.5643793,0.3902746,1.915,0.5074105,-0.06825489,0.858997,0.002369585,0.9969648,0.07781792,-0.8617013,-0.03745016,0.506032,moving,-74.32812,28.48231,-16.42104,11.51906,-68.19958645625859,32.11377687794423,60.340548263078446,55.723964650817955,57.06182722595323
5,05/15/2023 18:56:04.420375,234,True,True,True,True,Eyes,0.5263804,0.2036388,-3.272382,-0.9519335,0.1448051,0.269915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.537581,0.06020421,2.104958,0.485955,0.1997511,-3.255416,0.03441669,-0.4904929,-0.02037978,0.8705269,2.288374,301.123,356.0262,0.1848004,0.06179852,-0.980831,-0.5193681,-0.01726009,0.1633676,-0.9336091,0.5161766,-3.618011,-0.5605035,0.3875945,1.915,0.5180027,-0.06924457,0.8525716,0.001719997,0.9968003,0.07991359,-0.8553773,-0.03992905,0.5164645,moving,-74.16963,28.21284,-16.31428,11.44205,-68.04948640033484,31.855468739429813,60.23703944290921,55.61689712593244,57.01610634336636
6,05/15/2023 18:56:04.430025,235,True,True,True,True,Eyes,0.5235448,0.2034504,-3.271171,-0.9511126,0.1445827,0.2729118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.512854,0.05507252,2.124891,0.4742514,0.1992185,-3.25085,0.03338678,-0.4849088,-0.02094052,0.8736763,2.179483,301.8623,356.0423,0.1820677,0.0617527,-0.9813447,-0.488206,-0.01622448,0.1535656,-0.9467965,0.5140675,-3.596587,-0.5566225,0.3849108,1.915001,0.5288498,-0.06896956,0.8459084,0.004211389,0.9968936,0.07864696,-0.8487049,-0.03802998,0.5274976,moving,-73.98972,27.91367,-16.20727,11.36489,-67.87896765366503,31.5686363779278,60.10552094018402,55.481129279381136,56.949779753488286
7,05/15/2023 18:56:04.449938,236,True,True,True,True,Eyes,0.5203639,0.2032357,-3.269818,-0.9501651,0.1444878,0.2762419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.488885,0.04969655,2.143763,0.462613,0.1982951,-3.246445,0.03246341,-0.4794767,-0.02094028,0.8767041,2.111303,302.579,356.107,0.1796398,0.06170891,-0.9817948,-0.4589136,-0.01525102,0.1443516,-0.9606194,0.5077599,-3.575249,-0.5527388,0.3822253,1.915,0.5393274,-0.06784774,0.8393586,0.005585955,0.9970153,0.07700235,-0.8420777,-0.03684086,0.5380966,moving,-73.78925,27.61173,-16.10007,11.28765,-67.68834209780493,31.27888795131784,59.95429156381384,55.326299468366486,56.86247690791551
8,05/15/2023 18:56:04.470137,237,True,True,True,True,Eyes,0.5168774,0.2030268,-3.268297,-0.9491658,0.1441108,0.2798506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.465073,0.04113507,2.16177,0.4510861,0.1974239,-3.24177,0.0307969,-0.4741089,-0.02156878,0.8796632,1.932947,303.2886,356.1476,0.1773669,0.06166623,-0.9822106,-0.4313788,-0.01433595,0.1356905,-0.9735378,0.5065592,-3.554276,-0.5489224,0.379586,1.915,0.5495111,-0.06714869,0.8327837,0.008744357,0.9971727,0.0746337,-0.8354407,-0.0337299,0.5485447,moving,-73.57246,27.24648,-15.99461,11.21168,-67.48296226959046,30.92874007502502,59.76891852512057,55.134498070079374,56.75954825363457
9,05/15/2023 18:56:04.480679,238,True,True,True,True,Eyes,0.5130765,0.2028818,-3.266621,-0.948034,0.1437643,0.2838368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.439691,0.03998023,2.181035,0.4397541,0.1974497,-3.23701,0.03080149,-0.4684827,-0.02134579,0.8826776,1.969947,304.0199,356.1823,0.1752254,0.06162516,-0.9825975,-0.4054961,-0.0134758,0.1275491,-0.9866832,0.5012498,-3.53246,-0.5448548,0.3767731,1.915001,0.5601367,-0.06654282,0.8257233,0.008822967,0.9971913,0.07437582,-0.8283532,-0.0343753,0.5591505,moving,-73.33255,26.86236,-15.88208,11.13067,-67.25528297869162,30.560338207056983,59.56544781563385,54.92465740381246,56.640834439554524
