,Unnamed: 0,Time,Frame,EyeTrackingEnabled,EyeCalibrationValid,EyeTrackingEnabledAndValid,EyeTrackingDataValid,GazeInputSource,EyeGazeOrigin.x,EyeGazeOrigin.y,EyeGazeOrigin.z,EyeGazeDirection.x,EyeGazeDirection.y,EyeGazeDirection.z,EyeHitInfo.distance,EyeHitPosition.x,EyeHitPosition.y,EyeHitPosition.z,EyeHitNormal.x,EyeHitNormal.y,EyeHitNormal.z,LocalEyeHitPosition.x,LocalEyeHitPosition.y,LocalEyeHitPosition.z,HeadGazeOrigin.x,HeadGazeOrigin.y,HeadGazeOrigin.z,HeadRotation.x,HeadRotation.y,HeadRotation.z,HeadRotation.w,HeadEulerAngles.x,HeadEulerAngles.y,HeadEulerAngles.z,HeadMovementDirection.x,HeadMovementDirection.y,HeadMovementDirection.z,HeadVelocity.x,HeadVelocity.y,HeadVelocity.z,transform.position.x,transform.position.y,transform.position.z,localTransform.position.x,localTransform.position.y,localTransform.position.z,localXAxis.x,localXAxis.y,localXAxis.z,localYAxis.x,localYAxis.y,localYAxis.z,localZAxis.x,localZAxis.y,localZAxis.z,Movement,GazeAngleX,GazeAngleY,TargetAngleX,TargetAngleY,CalibratedGazeAngleX,CalibratedGazeAngleY
0,301,05/04/2023 16:35:38.487679,529,True,True,True,True,Eyes,1.293874,-0.3250875,-3.693884,0.4261931,-0.2605291,0.8663048,1.298154,1.847139,-0.6632944,-2.569287,-0.9396793,0.2723238,0.2069845,0.02702075,-0.09588088,1.300663,1.305504,-0.3231166,-3.706195,0.09250537,0.2093232,-0.02157155,0.9732221,10.89953,24.25867,359.8098,0.3291822,-0.08281223,-0.9406277,0,0,0,1.861235,-0.6673796,-2.572392,0.09424078,-0.1312862,1.306399,0.9114369,-0.003260766,-0.411427,0.08071485,0.9819549,0.1710257,0.4034451,-0.1890874,0.8952531,static,26.19565,-16.73793,4.126046,-5.738659,23.547030746635116,-10.167785980831784
1,302,05/04/2023 16:35:38.497317,530,True,True,True,True,Eyes,1.294034,-0.3250685,-3.693871,0.4260806,-0.2610454,0.8662047,1.297527,1.846884,-0.6637819,-2.569948,-0.9570066,0.2399314,0.1630071,0.02596635,-0.09615241,1.300169,1.305477,-0.3229147,-3.706189,0.09271281,0.2097416,-0.0215878,0.9731119,10.92335,24.30914,359.8177,0.3292087,-0.08280841,-0.9406188,0,0,0,1.861235,-0.6673796,-2.572392,0.09554833,-0.1372255,1.305287,0.9110849,-0.003123224,-0.4122071,0.08090615,0.9818766,0.1713841,0.4042012,-0.1894956,0.8948256,static,26.19228,-16.77106,4.186643,-6.001489,23.54645717057637,-10.195100299456993
2,303,05/04/2023 16:35:38.519487,531,True,True,True,True,Eyes,1.294219,-0.3250385,-3.693872,0.425878,-0.2615528,0.8661512,1.297283,1.846704,-0.6643465,-2.570229,-0.9686726,0.2021859,0.1442022,0.02566054,-0.09708261,1.300002,1.305354,-0.3226922,-3.706143,0.09264353,0.209915,-0.02172021,0.9730783,10.9188,24.32807,359.803,0.3292362,-0.08280439,-0.9406095,0,0,0,1.861235,-0.6673796,-2.572392,0.09666398,-0.1402083,1.304665,0.9109279,-0.003376401,-0.4125518,0.08116546,0.9818908,0.17118,0.4045029,-0.1894176,0.8947058,static,26.18289,-16.80281,4.23736,-6.133857,23.54066094583966,-10.221347449503934
3,304,05/04/2023 16:35:38.537358,532,True,True,True,True,Eyes,1.294395,-0.3250071,-3.693868,0.4256704,-0.2619711,0.8661269,1.297268,1.846603,-0.6648538,-2.570269,-0.9755046,0.1683981,0.1415378,0.02574071,-0.09924616,1.299946,1.305288,-0.3224149,-3.706088,0.09208206,0.2099346,-0.02180863,0.9731253,10.85776,24.32699,359.7793,0.3292652,-0.08279989,-0.9405997,0,0,0,1.861235,-0.6673796,-2.572392,0.0975298,-0.1402632,1.303975,0.9109037,-0.003782639,-0.4126017,0.08110748,0.9820906,0.170058,0.404569,-0.1883715,0.8948967,static,26.17247,-16.82861,4.277428,-6.139462,23.533575067937875,-10.242707806208728
4,305,05/04/2023 16:35:38.547526,533,True,True,True,True,Eyes,1.294588,-0.3249729,-3.693875,0.4253654,-0.2622475,0.8661931,1.29775,1.846606,-0.6653047,-2.569773,-0.9748897,0.1382746,0.1745573,0.02611628,-0.1016518,1.300264,1.305235,-0.3223818,-3.706005,0.0912945,0.2097911,-0.02180424,0.9732306,10.769,24.30653,359.7588,0.3292954,-0.08279493,-0.9405895,0,0,0,1.861235,-0.6673796,-2.572392,0.0971497,-0.1365811,1.304054,0.9110245,-0.004135558,-0.4123315,0.08074665,0.9823798,0.1685525,0.404369,-0.1868498,0.8953061,static,26.15448,-16.84415,4.260562,-5.979118,23.51933092263817,-10.255707909807924
5,306,05/04/2023 16:35:38.567711,534,True,True,True,True,Eyes,1.294772,-0.3249512,-3.693878,0.4250386,-0.2624598,0.8662893,1.29861,1.846731,-0.6657841,-2.568907,-0.9668038,0.1063503,0.2323361,0.02718207,-0.103978,1.301008,1.305083,-0.3222856,-3.705919,0.09056613,0.2093855,-0.02170133,0.9733883,10.68445,24.25625,359.748,0.3293269,-0.08278945,-0.940579,0,0,0,1.861235,-0.6673796,-2.572392,0.0970321,-0.1315444,1.304245,0.9113735,-0.004321152,-0.4115576,0.0801741,0.9826537,0.1672241,0.403696,-0.1853999,0.895911,static,26.13454,-16.85524,4.254802,-5.759295,23.50311757503823,-10.2650667011583
6,307,05/04/2023 16:35:38.587353,535,True,True,True,True,Eyes,1.29498,-0.3249373,-3.693898,0.4246096,-0.2626595,0.866439,1.30097,1.847384,-0.6666495,-2.566686,-0.923524,0.04867764,0.3804392,0.02840978,-0.1059303,1.303119,1.305043,-0.3225727,-3.70582,0.08996286,0.208794,-0.02127502,0.9735805,10.60612,24.18773,359.7751,0.3293594,-0.08278385,-0.9405681,0,0,0,1.861235,-0.6673796,-2.572392,0.09508121,-0.1205869,1.305323,0.9119049,-0.003858458,-0.4103836,0.07899331,0.9829081,0.166288,0.4027277,-0.1840564,0.8966234,static,26.10776,-16.86459,4.166133,-5.278058,23.480958263482872,-10.273071333775
7,308,05/04/2023 16:35:38.607390,536,True,True,True,True,Eyes,1.295183,-0.3249265,-3.693915,0.4241713,-0.2628669,0.8665908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.708212,0.8315786,2.741288,1.304992,-0.322753,-3.705863,0.08993345,0.2081668,-0.02102043,0.9737232,10.59655,24.1157,359.7964,0.3293932,-0.08277827,-0.9405568,0,0,0,1.861235,-0.6673796,-2.572392,0.09344232,-0.1132559,1.305899,0.9124495,-0.003493842,-0.4091746,0.07837848,0.9829402,0.1663891,0.4016128,-0.1838921,0.8971571,static,26.08042,-16.87436,4.092768,-4.956652,23.45835113637688,-10.281428165944906
8,309,05/04/2023 16:35:38.617753,537,True,True,True,True,Eyes,1.295396,-0.3249224,-3.693942,0.4237035,-0.2631286,0.8667403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.705923,0.8331733,2.743071,1.305089,-0.3228245,-3.705828,0.09004115,0.2077887,-0.02086508,0.9737974,10.60486,24.07284,359.8124,0.3294282,-0.0827728,-0.940545,0,0,0,1.861235,-0.6673796,-2.572392,0.09058028,-0.1048942,1.306672,0.912777,-0.003217636,-0.4084456,0.07805577,0.9829145,0.1666926,0.4009308,-0.1840347,0.8974329,static,26.05156,-16.88746,3.965477,-4.589627,23.434680317044506,-10.292543980572855
9,310,05/04/2023 16:35:38.637494,538,True,True,True,True,Eyes,1.2956,-0.324914,-3.693969,0.4232346,-0.2634158,0.8668821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.704174,0.8378855,2.74338,1.304992,-0.3229674,-3.705864,0.09064018,0.2075359,-0.02073607,0.9737985,10.66915,24.04671,359.8389,0.3294642,-0.08276756,-0.9405329,0,0,0,1.861235,-0.6673796,-2.572392,0.0875462,-0.09829248,1.307255,0.9129978,-0.00276333,-0.4079552,0.07800767,0.9827088,0.1679236,0.4004371,-0.1851375,0.8974264,static,26.02284,-16.90223,3.831348,-4.299977,23.41124449162148,-10.305033090851268
