,Unnamed: 0,Unnamed: 0.1,Time,Frame,EyeTrackingEnabled,EyeCalibrationValid,EyeTrackingEnabledAndValid,EyeTrackingDataValid,GazeInputSource,EyeGazeOrigin.x,EyeGazeOrigin.y,EyeGazeOrigin.z,EyeGazeDirection.x,EyeGazeDirection.y,EyeGazeDirection.z,EyeHitInfo.distance,EyeHitPosition.x,EyeHitPosition.y,EyeHitPosition.z,EyeHitNormal.x,EyeHitNormal.y,EyeHitNormal.z,LocalEyeHitPosition.x,LocalEyeHitPosition.y,LocalEyeHitPosition.z,HeadGazeOrigin.x,HeadGazeOrigin.y,HeadGazeOrigin.z,HeadRotation.x,HeadRotation.y,HeadRotation.z,HeadRotation.w,HeadEulerAngles.x,HeadEulerAngles.y,HeadEulerAngles.z,HeadMovementDirection.x,HeadMovementDirection.y,HeadMovementDirection.z,HeadVelocity.x,HeadVelocity.y,HeadVelocity.z,transform.position.x,transform.position.y,transform.position.z,localTransform.position.x,localTransform.position.y,localTransform.position.z,localXAxis.x,localXAxis.y,localXAxis.z,localYAxis.x,localYAxis.y,localYAxis.z,localZAxis.x,localZAxis.y,localZAxis.z,Movement,GazeAngleX,GazeAngleY,TargetAngleX,TargetAngleY,CalibratedGazeAngleX,CalibratedGazeAngleY,euclideanError,recalibratedEuclideanError,cosineError
0,0,301,05/07/2023 20:13:51.636199,484,True,True,True,True,Eyes,2.353173,0.1650581,-3.241868,0.9511736,-0.3079892,0.02028484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.879121,-0.3167036,-0.6816728,2.37166,0.162961,-3.156142,0.06396211,0.5251547,-0.04616143,0.8473433,9.025819,63.52787,359.359,0.5760909,0.04140846,-0.8163357,0.1776048,0.001589564,0.1144886,4.263806,-0.5396798,-2.856341,0.5795999,-0.4008,1.915,0.4441634,-0.01104915,-0.8958777,0.1454092,0.987556,0.05991195,0.8840674,-0.1568795,0.4402429,static,88.77829,-86.23182,16.83913,-11.82109,85.79405056622504,-86.68631451037666,103.4997559448258,101.78203628972801,69.53070445271784
1,1,302,05/07/2023 20:13:51.655407,485,True,True,True,True,Eyes,2.35426,0.1649317,-3.237249,0.9507374,-0.3088059,0.02715437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.879054,-0.3172799,-0.6425492,2.373616,0.1641752,-3.146361,0.06146076,0.5201842,-0.04543998,0.8506271,8.733265,62.83494,359.2253,0.5771789,0.04138485,-0.815568,0.1669485,0.00149419,0.1076193,4.264553,-0.5304505,-2.821318,0.5796001,-0.4008001,1.915,0.4546874,-0.01336312,-0.8905509,0.1412468,0.9883155,0.05728607,0.8793798,-0.1518347,0.4512621,static,88.36401,-84.97471,16.83913,-11.82109,85.38694755733718,-85.43277043919812,102.30963091575885,100.58569872977274,69.13367423931663
2,2,303,05/07/2023 20:13:51.672707,486,True,True,True,True,Eyes,2.355366,0.164831,-3.232427,0.9503012,-0.3094409,0.03426483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.879239,-0.3179588,-0.5987239,2.375711,0.1650843,-3.136368,0.06107115,0.51467,-0.04564871,0.8539914,8.702069,62.08511,359.1245,0.5782303,0.04136361,-0.814824,0.1569316,0.001404538,0.1011621,4.262094,-0.5295429,-2.785865,0.5796001,-0.4008001,1.915,0.4660618,-0.01510421,-0.8846233,0.1408302,0.988373,0.05732043,0.873472,-0.1512965,0.46277,static,87.93499,-83.6813,16.83914,-11.82109,84.96541124808019,-84.14290324570976,101.08664436248044,99.35609445481599,68.72389138377135
3,3,304,05/07/2023 20:13:51.685619,487,True,True,True,True,Eyes,2.356484,0.1647205,-3.227401,0.9497883,-0.3101432,0.04139378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.878978,-0.3104931,-0.559774,2.377503,0.1652701,-3.126721,0.05845169,0.5095934,-0.04388135,0.8573054,8.334105,61.38949,359.0928,0.5792521,0.0413453,-0.814099,0.1475157,0.001320266,0.09509239,4.263227,-0.5178978,-2.751046,0.5796,-0.4008,1.915,0.4767781,-0.01566626,-0.8788841,0.1348126,0.9893157,0.05549861,0.8686244,-0.1449452,0.473796,static,87.50451,-82.39785,16.83913,-11.82109,84.54252790097782,-82.86275249960555,99.87329464197124,98.13596638361487,68.31242418497615
4,4,305,05/07/2023 20:13:51.705927,488,True,True,True,True,Eyes,2.357621,0.1645785,-3.222221,0.949242,-0.3107606,0.04865501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.878255,-0.3107284,-0.520007,2.379411,0.1649341,-3.117535,0.06026836,0.5045502,-0.04505608,0.8600969,8.577057,60.72097,359.033,0.5802494,0.04132954,-0.8133892,0.1386648,0.00124105,0.08938684,4.257793,-0.5266015,-2.720979,0.5795999,-0.4008002,1.914999,0.4867982,-0.01668837,-0.8733549,0.138322,0.9886754,0.05820716,0.8624931,-0.1491394,0.4835938,static,87.06577,-81.10159,16.83913,-11.8211,84.11160230766724,-81.56964474476229,98.64870632871828,96.9043085956345,67.89370590555522
5,5,306,05/07/2023 20:13:51.725706,489,True,True,True,True,Eyes,2.385134,0.1600215,-3.087996,0.9172696,-0.3254777,0.2295228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.877412,-0.3027955,-0.4844539,2.381111,0.1640242,-3.108715,0.05982384,0.4998728,-0.04421793,0.8628982,8.479204,60.09615,359.044,0.5812269,0.04131543,-0.8126917,0.1303449,0.001166587,0.08402363,4.256133,-0.5242721,-2.691172,0.5796,-0.4008,1.915,0.4963439,-0.01650252,-0.8679692,0.1361198,0.9889318,0.05903709,0.8573881,-0.1474504,0.4930966,static,75.95168,-54.80899,16.83913,-11.82109,73.23533348238956,-55.24042540425792,73.09071838415943,71.17422605251521,57.32484357913527
6,6,307,05/07/2023 20:13:51.735749,490,True,True,True,True,Eyes,2.385212,0.1600078,-3.087655,0.9171446,-0.3256176,0.2298239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.875827,-0.302477,-0.4488467,2.382357,0.1629162,-3.100455,0.06344578,0.4953725,-0.04617498,0.8651294,8.947259,59.51353,359.0118,0.5843691,0.0412835,-0.8104369,0.2050633,-0.01257427,0.4816583,4.247978,-0.540653,-2.666578,0.5795997,-0.4008001,1.915,0.504948,-0.01703608,-0.8629816,0.1427533,0.987685,0.06402998,0.8512632,-0.1555252,0.5011615,static,75.93214,-54.78521,16.83913,-11.82109,73.21634834764369,-55.21618153095547,73.06092962886868,71.14439343755694,57.30616232177875
7,7,308,05/07/2023 20:13:51.755870,491,True,True,True,True,Eyes,2.385331,0.1600189,-3.08695,0.9169368,-0.325845,0.2303303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.872591,-0.3110675,-0.4224272,2.384423,0.1625712,-3.091969,0.0641726,0.4918277,-0.0479554,0.8669992,9.116754,59.03771,358.8376,0.5870432,0.04125476,-0.8085033,0.1927595,-0.01181981,0.4527588,4.243704,-0.5481198,-2.642757,0.5795999,-0.4008002,1.914999,0.5116115,-0.02003085,-0.8589835,0.1462783,0.9871643,0.06410361,0.8466737,-0.1584468,0.5079746,static,75.89931,-54.74463,16.83913,-11.8211,73.184446785866,-55.174833302362586,73.0105080744772,71.09388802809968,57.274764390686194
8,8,309,05/07/2023 20:13:51.772538,492,True,True,True,True,Eyes,2.385532,0.1600834,-3.08591,0.9166771,-0.3260911,0.2310148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.868223,-0.3269385,-0.3980418,2.386088,0.1629136,-3.083588,0.06392062,0.4885988,-0.05022974,0.8687131,9.215124,58.5942,358.5599,0.5894554,0.04122931,-0.8067476,0.1811939,-0.01111062,0.4255933,4.23937,-0.5536385,-2.619153,0.5796,-0.4008001,1.915,0.5174963,-0.02480738,-0.8553258,0.1497335,0.9867822,0.061973,0.8424829,-0.1601417,0.5143708,static,75.85524,-54.68485,16.83913,-11.82109,73.14159076399349,-55.114116503441245,72.93972279128637,71.02290638877497,57.23274395272244
9,9,310,05/07/2023 20:13:51.785988,493,True,True,True,True,Eyes,2.38576,0.1601139,-3.084506,0.9164463,-0.3260943,0.2319238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.861103,-0.3501171,-0.3915935,2.388399,0.1644087,-3.074501,0.06243374,0.4873234,-0.05263745,0.8693948,9.198891,58.40076,358.2193,0.5916384,0.04120849,-0.8051491,0.1703223,-0.01044399,0.4000577,4.238517,-0.5549605,-2.601878,0.5796002,-0.4008,1.915,0.5194905,-0.0306746,-0.8539255,0.1523763,0.9866626,0.05725622,0.8407801,-0.1598621,0.5172359,static,75.7984,-54.57892,16.83914,-11.82109,73.0861408863482,-55.007491330926285,72.83149295501569,70.91396455300385,57.17901698777708
