,Unnamed: 0,Unnamed: 0.1,Time,Frame,EyeTrackingEnabled,EyeCalibrationValid,EyeTrackingEnabledAndValid,EyeTrackingDataValid,GazeInputSource,EyeGazeOrigin.x,EyeGazeOrigin.y,EyeGazeOrigin.z,EyeGazeDirection.x,EyeGazeDirection.y,EyeGazeDirection.z,EyeHitInfo.distance,EyeHitPosition.x,EyeHitPosition.y,EyeHitPosition.z,EyeHitNormal.x,EyeHitNormal.y,EyeHitNormal.z,LocalEyeHitPosition.x,LocalEyeHitPosition.y,LocalEyeHitPosition.z,HeadGazeOrigin.x,HeadGazeOrigin.y,HeadGazeOrigin.z,HeadRotation.x,HeadRotation.y,HeadRotation.z,HeadRotation.w,HeadEulerAngles.x,HeadEulerAngles.y,HeadEulerAngles.z,HeadMovementDirection.x,HeadMovementDirection.y,HeadMovementDirection.z,HeadVelocity.x,HeadVelocity.y,HeadVelocity.z,transform.position.x,transform.position.y,transform.position.z,localTransform.position.x,localTransform.position.y,localTransform.position.z,localXAxis.x,localXAxis.y,localXAxis.z,localYAxis.x,localYAxis.y,localYAxis.z,localZAxis.x,localZAxis.y,localZAxis.z,Movement,GazeAngleX,GazeAngleY,TargetAngleX,TargetAngleY,CalibratedGazeAngleX,CalibratedGazeAngleY,euclideanError,recalibratedEuclideanError,cosineError
0,0,302,05/07/2023 19:54:53.778959,533,True,True,True,True,Eyes,1.385066,-0.2775815,-3.418081,0.5126247,-0.3661681,0.7766188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.087227,1.071302,1.751644,1.386111,-0.2748496,-3.427837,0.1972679,0.2906888,-0.06207855,0.9342012,23.87024,34.5512,359.9185,0.374382,-0.07482823,-0.9242498,0,0,0,1.844127,-0.6038711,-2.749768,0.01774445,0.009973094,0.8860776,0.8232925,-0.001300576,-0.5676158,0.2306748,0.9144633,0.3324846,0.5186315,-0.4046668,0.7531708,static,33.4277,-25.24341,1.147243,0.6448556,32.05404123196054,-24.27047662637465,41.37910342074841,39.69891631898461,38.504729070892964
1,1,303,05/07/2023 19:54:53.805157,534,True,True,True,True,Eyes,1.38501,-0.2776102,-3.417998,0.5127779,-0.3662689,0.7764701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.087126,1.072532,1.750906,1.385786,-0.2747794,-3.427891,0.1976011,0.2907,-0.06218292,0.9341203,23.91116,34.5554,359.9193,0.3743935,-0.07485069,-0.9242434,0,0,0,1.844127,-0.6038711,-2.749768,0.01471707,0.01287226,0.8855661,0.8232536,-0.001287359,-0.5676724,0.2310579,0.9141742,0.3330133,0.5185227,-0.4053196,0.7528946,static,33.44062,-25.25373,0.9521013,0.8327718,32.06656143119237,-24.281199515339072,41.66544639724448,39.98526209096588,38.7871940242271
2,2,304,05/07/2023 19:54:53.818836,535,True,True,True,True,Eyes,1.384946,-0.2776357,-3.417918,0.5129209,-0.3663474,0.7763387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.086416,1.07291,1.751595,1.385734,-0.2746565,-3.427753,0.1975571,0.2905975,-0.06205351,0.9341702,23.90172,34.54445,359.9299,0.3744032,-0.07487188,-0.9242378,0,0,0,1.844127,-0.6038711,-2.749768,0.01195452,0.01604342,0.8851044,0.8234049,-0.001117858,-0.5674532,0.2307563,0.9142411,0.3330387,0.5184168,-0.4051691,0.7530487,static,33.45243,-25.26221,0.773809,1.038431,32.078000170445804,-24.290064759020787,41.94777690739429,40.26766795147878,39.06535601641012
3,3,305,05/07/2023 19:54:53.829231,536,True,True,True,True,Eyes,1.384899,-0.2776568,-3.417856,0.5130687,-0.3664615,0.7761871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.085654,1.072714,1.752801,1.385562,-0.2745765,-3.427698,0.1973626,0.2904966,-0.0619013,0.9342528,23.87466,34.53192,359.9376,0.3744112,-0.07489184,-0.924233,0,0,0,1.844127,-0.6038711,-2.749768,0.009417653,0.01955578,0.884625,0.8235599,-0.000996641,-0.5672283,0.2303292,0.9144325,0.3328088,0.5183604,-0.4047372,0.7533196,static,33.46516,-25.27342,0.6099437,1.266391,32.09034259578115,-24.3016531817302,42.23537387114629,40.55539912165095,39.347453224011154
4,4,306,05/07/2023 19:54:53.849452,537,True,True,True,True,Eyes,1.384845,-0.2776751,-3.417794,0.5132117,-0.3665501,0.7760507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.084721,1.073522,1.75394,1.385341,-0.2745411,-3.427786,0.1972573,0.2903775,-0.06165976,0.9343278,23.85449,34.52042,359.9585,0.3744179,-0.07491051,-0.9242287,0,0,0,1.844127,-0.6038711,-2.749768,0.007024318,0.02322519,0.8842361,0.8237579,-0.000662692,-0.5669412,0.229779,0.9145753,0.3327968,0.5182899,-0.4044152,0.7535409,static,33.47714,-25.28265,0.4551446,1.504575,32.101949816416,-24.31126279481104,42.52067265928711,40.84088345584323,39.627250844511735
5,5,307,05/07/2023 19:54:53.868994,538,True,True,True,True,Eyes,1.384817,-0.2776891,-3.417748,0.5134012,-0.3666647,0.7758714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.083724,1.074599,1.754765,1.385118,-0.274459,-3.427745,0.1971184,0.2903024,-0.06129412,0.9344047,23.82624,34.51682,359.9938,0.3744232,-0.07492797,-0.9242252,0,0,0,1.844127,-0.6038711,-2.749768,0.004041106,0.02585742,0.8837286,0.823935,-9.909371e-05,-0.5666843,0.2289949,0.9147747,0.3327891,0.5183554,-0.4039644,0.7537377,static,33.49297,-25.29469,0.2619998,1.675965,32.117286285514865,-24.323807184439275,42.79852347409094,41.11869928289279,39.90097408075827
6,6,308,05/07/2023 19:54:53.884568,539,True,True,True,True,Eyes,1.384778,-0.2777045,-3.417704,0.5135761,-0.3667751,0.7757033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.083043,1.074305,1.755804,1.385036,-0.2743745,-3.427613,0.1968496,0.2902391,-0.06106029,0.9344963,23.78806,34.50978,0.009122345,0.3744277,-0.07494418,-0.924222,0,0,0,1.844127,-0.6038711,-2.749768,0.0006885231,0.02819602,0.8831913,0.8240658,0.0001457037,-0.5664941,0.2283881,0.9150437,0.3324663,0.5184153,-0.4033546,0.754023,static,33.50766,-25.30615,0.04466695,1.828556,32.13152004517492,-24.33573014120357,43.082063246446126,41.402125680091764,40.18145979767197
7,7,309,05/07/2023 19:54:53.899035,540,True,True,True,True,Eyes,1.384739,-0.2777109,-3.417668,0.5137471,-0.3669456,0.7755094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.082088,1.075955,1.756177,1.384748,-0.2744009,-3.427577,0.1969173,0.2901508,-0.06082582,0.9345247,23.78749,34.50471,0.03662638,0.3744313,-0.07495928,-0.9242193,0,0,0,1.844127,-0.6038711,-2.749768,-0.003224283,0.03074795,0.8825678,0.8242255,0.0005849354,-0.5662614,0.2279579,0.9150476,0.3327508,0.5183507,-0.4033455,0.7540722,static,33.52304,-25.32198,-0.2093176,1.995332,32.14644571862348,-24.35197664618508,43.40630696292443,41.72620391106912,40.50210981861681
8,8,310,05/07/2023 19:54:53.919374,541,True,True,True,True,Eyes,1.384694,-0.2777127,-3.417631,0.5139028,-0.3671006,0.7753328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.080627,1.077121,1.757857,1.384539,-0.2742633,-3.427586,0.1969891,0.2898718,-0.06071958,0.9346029,23.79184,34.47239,0.0441948,0.374434,-0.07497314,-0.9242172,0,0,0,1.844127,-0.6038711,-2.749768,-0.006385982,0.0340053,0.8821504,0.8245749,0.0007057707,-0.5657523,0.2277006,0.9150168,0.3330114,0.5179079,-0.403415,0.7543393,static,33.53704,-25.33638,-0.4147631,2.207556,32.160032098768376,-24.366755950727192,43.71948471921033,42.039402206694916,40.81012059080768
9,9,311,05/07/2023 19:54:53.929603,542,True,True,True,True,Eyes,1.384661,-0.2777068,-3.4176,0.5141104,-0.3672178,0.7751398,0.8721014,1.833018,-0.597958,-2.741599,-0.740428,0.3941137,0.5444637,-0.01793364,0.03396013,0.8804808,1.384354,-0.2740697,-3.427542,0.1969148,0.2896155,-0.06044283,0.9347162,23.77394,34.44452,0.06669822,0.3744357,-0.07498576,-0.9242155,0,0,0,1.844127,-0.6038711,-2.749768,-0.009502798,0.03617632,0.8816565,0.8249391,0.001065319,-0.5652205,0.2270529,0.9151425,0.3331085,0.5176123,-0.4031292,0.754695,static,33.55427,-25.34897,-0.6175299,2.349655,32.17672178378825,-24.379904111105738,43.987790752619816,42.307591207415065,41.074783237672335
