,Unnamed: 0,Unnamed: 0.1,Time,Frame,EyeTrackingEnabled,EyeCalibrationValid,EyeTrackingEnabledAndValid,EyeTrackingDataValid,GazeInputSource,EyeGazeOrigin.x,EyeGazeOrigin.y,EyeGazeOrigin.z,EyeGazeDirection.x,EyeGazeDirection.y,EyeGazeDirection.z,EyeHitInfo.distance,EyeHitPosition.x,EyeHitPosition.y,EyeHitPosition.z,EyeHitNormal.x,EyeHitNormal.y,EyeHitNormal.z,LocalEyeHitPosition.x,LocalEyeHitPosition.y,LocalEyeHitPosition.z,HeadGazeOrigin.x,HeadGazeOrigin.y,HeadGazeOrigin.z,HeadRotation.x,HeadRotation.y,HeadRotation.z,HeadRotation.w,HeadEulerAngles.x,HeadEulerAngles.y,HeadEulerAngles.z,HeadMovementDirection.x,HeadMovementDirection.y,HeadMovementDirection.z,HeadVelocity.x,HeadVelocity.y,HeadVelocity.z,transform.position.x,transform.position.y,transform.position.z,localTransform.position.x,localTransform.position.y,localTransform.position.z,localXAxis.x,localXAxis.y,localXAxis.z,localYAxis.x,localYAxis.y,localYAxis.z,localZAxis.x,localZAxis.y,localZAxis.z,Movement,GazeAngleX,GazeAngleY,TargetAngleX,TargetAngleY,CalibratedGazeAngleX,CalibratedGazeAngleY,euclideanError,recalibratedEuclideanError,cosineError
0,0,302,05/04/2023 16:32:26.554918,531,True,True,True,True,Eyes,2.549513,0.1255089,-3.030264,-0.8134114,-0.443005,-0.376973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.989263,0.09486869,0.7846298,2.478939,0.1233362,-3.221568,0.06718992,-0.8439125,0.1027733,0.5222404,14.10159,243.4568,359.642,0.6576459,0.03201997,-0.7526461,0.0,0.0,0.0,1.162257,-0.7567857,-3.951561,0.5745997,-0.4607999,1.915003,-0.4455014,-0.006060058,0.895261,-0.2207496,0.9698463,-0.1032848,-0.8676397,-0.243642,-0.4334056,static,65.13478,49.60404,16.70196,-13.52965,52.11119153727145,44.89726869938003,79.57135707130111,68.31923965300011,118.69516311294265
1,1,303,05/04/2023 16:32:26.564886,532,True,True,True,True,Eyes,2.545815,0.1251033,-3.038982,-0.8173546,-0.4428355,-0.3685488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.986267,0.1013418,0.8001671,2.469674,0.1212417,-3.229067,0.06723791,-0.8421625,0.1015408,0.5252914,13.98493,243.8594,359.6118,0.6562393,0.03198622,-0.7538744,0.0,0.0,0.0,1.148281,-0.7576246,-3.945746,0.5745996,-0.4607999,1.915003,-0.4390964,-0.006573459,0.898416,-0.2199275,0.9703371,-0.1003888,-0.8711064,-0.2416667,-0.4275172,static,65.72918,50.23116,16.70196,-13.52966,52.57394695928684,45.42038290213168,80.43078060046913,69.0065721983813,118.25712027769882
2,2,304,05/04/2023 16:32:26.584625,533,True,True,True,True,Eyes,2.541849,0.124644,-3.047605,-0.8212371,-0.4428948,-0.3597412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.983319,0.1099477,0.8132539,2.460142,0.1197036,-3.236305,0.06777589,-0.8404921,0.1005721,0.5280766,13.92442,244.2263,359.5448,0.6548105,0.0319422,-0.7551174,0.0,0.0,0.0,1.135586,-0.7599664,-3.939889,0.5745993,-0.4608001,1.915001,-0.4330832,-0.007710676,0.9013211,-0.2201497,0.9705834,-0.0974783,-0.8740557,-0.2406418,-0.4220408,static,66.34428,50.91478,16.70196,-13.52967,53.05041524501614,45.990250351177295,81.34769247363381,69.74117232531606,117.79325752195173
3,3,305,05/04/2023 16:32:26.604780,534,True,True,True,True,Eyes,2.537624,0.1241641,-3.056162,-0.8249916,-0.442831,-0.351126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.980663,0.1145487,0.82514,2.450335,0.1179313,-3.243701,0.06774144,-0.8389446,0.09948362,0.5307412,13.81743,244.5797,359.5243,0.6533598,0.03188781,-0.7563753,0.0,0.0,0.0,1.123234,-0.7638983,-3.933029,0.5746001,-0.4607999,1.915003,-0.4274499,-0.008062503,0.9040033,-0.2192627,0.9710282,-0.09501613,-0.8770466,-0.2388289,-0.4168337,static,66.94484,51.58868,16.70197,-13.52965,53.5151741776298,46.551948792909656,82.24805704590109,70.46283073604143,117.34243886835954
4,4,306,05/04/2023 16:32:26.620225,535,True,True,True,True,Eyes,2.533121,0.1236552,-3.064623,-0.8287769,-0.4425623,-0.3424433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.979205,0.1124426,0.8287973,2.439903,0.1169599,-3.250663,0.06706131,-0.8380135,0.09836687,0.5325038,13.66746,244.8127,359.5498,0.6518859,0.03182375,-0.7576487,0.0,0.0,0.0,1.110848,-0.7669731,-3.926179,0.5745997,-0.4608,1.915002,-0.4238853,-0.007635093,0.905684,-0.217158,0.9716535,-0.09344473,-0.8792976,-0.2362863,-0.4135276,static,67.55002,52.26822,16.70196,-13.52966,53.98347682118569,47.11834354379924,83.15579485675066,71.19053188688112,116.8928852592121
5,5,307,05/04/2023 16:32:26.634788,536,True,True,True,True,Eyes,2.528351,0.1230974,-3.072982,-0.8324816,-0.4422975,-0.3336873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.977526,0.1115267,0.8337636,2.429267,0.11565,-3.257851,0.06620668,-0.8370265,0.09653923,0.5344939,13.43758,245.0686,359.5503,0.6503879,0.03175046,-0.758938,0.0,0.0,0.0,1.098785,-0.7717304,-3.917821,0.5746,-0.4608001,1.915002,-0.419866,-0.007634209,0.9075541,-0.2140327,0.9725937,-0.09083764,-0.8819879,-0.2323859,-0.409993,static,68.15739,52.96761,16.70197,-13.52967,54.452268630063614,47.70110575856767,84.080607126583,71.93255832135391,116.43924958526433
6,6,308,05/04/2023 16:32:26.654808,537,True,True,True,True,Eyes,2.52334,0.1225049,-3.081253,-0.8360258,-0.4420819,-0.324999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.974416,0.1137189,0.8408666,2.418311,0.1138538,-3.264165,0.06557478,-0.8358693,0.09449133,0.536744,13.20045,245.3564,359.5181,0.6488663,0.03166787,-0.7602429,0.0,0.0,0.0,1.08678,-0.7734143,-3.911226,0.5745995,-0.4608001,1.915001,-0.4152119,-0.008188596,0.9096881,-0.2110592,0.9735427,-0.08757103,-0.8849031,-0.2283585,-0.4059548,static,68.75676,53.67833,16.70196,-13.52967,54.91346178741088,48.2931042233654,85.00951397955407,72.67856824073048,115.98783738008349
7,7,309,05/04/2023 16:32:26.664986,538,True,True,True,True,Eyes,2.518092,0.1219323,-3.08945,-0.8393875,-0.4419833,-0.3163532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.969886,0.1168514,0.8548622,2.407578,0.1124468,-3.270378,0.06604145,-0.8339668,0.09519708,0.5395142,13.2996,245.7487,359.5624,0.6473205,0.03157621,-0.7615633,0.0,0.0,0.0,1.073907,-0.7734384,-3.904486,0.5745994,-0.4607999,1.915002,-0.409126,-0.007432408,0.9124476,-0.2128731,0.9731521,-0.08752181,-0.8872998,-0.230043,-0.399724,static,69.34929,54.40649,16.70196,-13.52966,55.36762068314614,48.899382551098846,85.94801820258219,73.43308974781807,115.53576296256551
8,8,310,05/04/2023 16:32:26.684779,539,True,True,True,True,Eyes,2.512619,0.1214725,-3.097599,-0.8425406,-0.4422328,-0.3074986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.965185,0.1211016,0.8700004,2.396692,0.1123861,-3.276813,0.06710048,-0.8318647,0.09666517,0.5423601,13.5097,246.1599,359.6003,0.6457502,0.03147704,-0.7628993,0.0,0.0,0.0,1.062992,-0.7743212,-3.897551,0.5745997,-0.4607999,1.915002,-0.4026857,-0.006782374,0.9153129,-0.2164917,0.9723067,-0.0880394,-0.8893679,-0.2336099,-0.3930024,static,69.94964,55.18787,16.70196,-13.52966,55.82475043403589,49.5495661464095,86.93339033238782,74.22655523850855,115.06442753238154
9,9,311,05/04/2023 16:32:26.704942,540,True,True,True,True,Eyes,2.506916,0.1210603,-3.10566,-0.8456385,-0.4424103,-0.2986114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.959639,0.1319254,0.8877716,2.38565,0.1143508,-3.283273,0.06922349,-0.8294595,0.09808674,0.5455127,13.78284,246.6079,359.5386,0.6441548,0.03137409,-0.7642512,0.0,0.0,0.0,1.049679,-0.7687011,-3.893004,0.5745994,-0.4608001,1.915002,-0.3952479,-0.007821043,0.9185412,-0.2218513,0.9711742,-0.08719333,-0.8913814,-0.2382425,-0.3855897,static,70.55088,55.98203,16.70196,-13.52967,56.281752273606735,50.210281627065854,87.92941841077081,75.02893701661083,114.59300590321622
