Time,Frame,EyeTrackingEnabled,EyeCalibrationValid,EyeTrackingEnabledAndValid,EyeTrackingDataValid,GazeInputSource,EyeGazeOrigin.x,EyeGazeOrigin.y,EyeGazeOrigin.z,EyeGazeDirection.x,EyeGazeDirection.y,EyeGazeDirection.z,EyeHitInfo.distance,EyeHitPosition.x,EyeHitPosition.y,EyeHitPosition.z,EyeHitNormal.x,EyeHitNormal.y,EyeHitNormal.z,LocalEyeHitPosition.x,LocalEyeHitPosition.y,LocalEyeHitPosition.z,HeadGazeOrigin.x,HeadGazeOrigin.y,HeadGazeOrigin.z,HeadRotation.x,HeadRotation.y,HeadRotation.z,HeadRotation.w,HeadEulerAngles.x,HeadEulerAngles.y,HeadEulerAngles.z,HeadMovementDirection.x,HeadMovementDirection.y,HeadMovementDirection.z,HeadVelocity.x,HeadVelocity.y,HeadVelocity.z,transform.position.x,transform.position.y,transform.position.z,localTransform.position.x,localTransform.position.y,localTransform.position.z,localXAxis.x,localXAxis.y,localXAxis.z,localYAxis.x,localYAxis.y,localYAxis.z,localZAxis.x,localZAxis.y,localZAxis.z,Movement,GazeAngleX,GazeAngleY,TargetAngleX,TargetAngleY,CalibratedGazeAngleX,CalibratedGazeAngleY,euclideanError,recalibratedEuclideanError,cosineError
05/15/2023 12:46:04.822840,213,True,True,True,True,Eyes,1.339588,-0.3049264,-3.230556,0.2627646,-0.206264,0.942555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.40526,0.3538884,3.206598,1.340783,-0.3038385,-3.239173,0.006838049,0.01022389,0.00217385,0.9999221,0.7809988,1.173374,0.2571214,0.3828108,-0.08655708,-0.9197624,0,0,0,1.961155,-0.7280989,-1.342085,0.5796003,-0.4007999,1.915,0.9997815,0.004487184,-0.02041645,-0.004207538,0.999897,0.01371948,0.02047591,-0.01363058,0.9996974,static,15.57736,-12.34374,16.83914,-11.82109,4.479665026878775,-1.3124529523228308,1.3657422124617808,16.223072280274874,1.3635226178313005
05/15/2023 12:46:04.843114,214,True,True,True,True,Eyes,1.33964,-0.3049268,-3.230561,0.263687,-0.2066171,0.94222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.404518,0.3552771,3.206779,1.3408,-0.3038284,-3.239178,0.006878999,0.01014874,0.002587267,0.9999215,0.785229,1.165098,0.3044858,0.3826886,-0.08658737,-0.9198104,0,0,0,1.961226,-0.7277492,-1.342031,0.5796002,-0.4007999,1.915,0.9997806,0.005313755,-0.0202603,-0.005034502,0.9998919,0.01380943,0.02033149,-0.0137044,0.9996994,static,15.63466,-12.36847,16.83914,-11.82108,4.493638671879094,-1.321016156348577,1.3230298116444694,16.206873349396883,1.3220216966808334
05/15/2023 12:46:04.862721,215,True,True,True,True,Eyes,1.33969,-0.3049286,-3.230561,0.2645715,-0.2069526,0.9418983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.404426,0.3562145,3.206771,1.340817,-0.3036959,-3.239238,0.007111302,0.01011606,0.00243144,0.9999207,0.812039,1.161301,0.2868739,0.3825799,-0.08661458,-0.919853,0,0,0,1.96099,-0.7286888,-1.342248,0.5796,-0.4007999,1.915,0.9997835,0.005006371,-0.02019594,-0.004718617,0.999887,0.01427067,0.0202651,-0.01417228,0.9996942,static,15.68961,-12.39204,16.83913,-11.82108,4.5070467021851135,-1.3291782936749073,1.283507519261185,16.191364361270864,1.2834900336650201
05/15/2023 12:46:04.872623,216,True,True,True,True,Eyes,1.339732,-0.304935,-3.230566,0.2656882,-0.2073943,0.9414868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.404789,0.3550234,3.206617,1.340812,-0.3037347,-3.239111,0.007008406,0.01015225,0.002225531,0.9999216,0.800478,1.165252,0.2631869,0.3824832,-0.08663908,-0.9198908,0,0,0,1.960953,-0.7285827,-1.342079,0.5796002,-0.4007999,1.915,0.9997839,0.004593015,-0.02027171,-0.00430841,0.9998919,0.0140609,0.02033411,-0.01397052,0.9996957,static,15.7591,-12.42293,16.83914,-11.82108,4.523946999290902,-1.3398707827852672,1.2364100549979362,16.171571516081592,1.2374114963012703
05/15/2023 12:46:04.892747,217,True,True,True,True,Eyes,1.339773,-0.3049398,-3.23057,0.2667411,-0.2078203,0.9410951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.403352,0.3550921,3.207355,1.340779,-0.3038389,-3.23923,0.006978713,0.009938805,0.002281386,0.9999237,0.7970681,1.140826,0.2693827,0.3823972,-0.08666125,-0.9199245,0,0,0,1.960155,-0.7285104,-1.341908,0.5796001,-0.4007999,1.915,0.999792,0.004701144,-0.01984425,-0.004423704,0.9998922,0.01400171,0.01990793,-0.01391101,0.9997051,static,15.82469,-12.45267,16.83913,-11.82108,4.5398688666777,-1.3501628544957711,1.1949872140320164,16.152768502447717,1.1966573420339357
05/15/2023 12:46:04.912791,218,True,True,True,True,Eyes,1.339803,-0.3049395,-3.230578,0.26792,-0.208271,0.9406605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.401581,0.3556449,3.208054,1.340781,-0.3038014,-3.239218,0.007036001,0.009671204,0.002361673,0.9999258,0.8036154,1.110239,0.2784338,0.3823208,-0.08668129,-0.9199544,0,0,0,1.959206,-0.7285993,-1.341614,0.5796001,-0.4007999,1.915,0.9998018,0.004859089,-0.01930773,-0.004586902,0.9998899,0.01411664,0.0193742,-0.01402528,0.999714,static,15.89807,-12.48441,16.83913,-11.82109,4.557760318478488,-1.361153105861212,1.1513415418545452,16.132027804450424,1.1533357874753927
05/15/2023 12:46:04.926975,219,True,True,True,True,Eyes,1.339836,-0.3049431,-3.230586,0.2690418,-0.2086987,0.9402453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.399677,0.3530867,3.209271,1.340793,-0.3036799,-3.239327,0.006645553,0.009374065,0.002389715,0.9999312,0.7589271,1.076092,0.2809866,0.3822526,-0.08669928,-0.9199809,0,0,0,1.958111,-0.7269626,-1.341024,0.5796003,-0.4007999,1.915,0.9998128,0.004903692,-0.01871508,-0.004654508,0.9999003,0.01333499,0.0187786,-0.01324539,0.999736,static,15.96795,-12.5146,16.83914,-11.82108,4.574800254446084,-1.3716068054850856,1.1135268324113254,16.112278530278058,1.1153783819761618
05/15/2023 12:46:04.942901,220,True,True,True,True,Eyes,1.339851,-0.3049414,-3.230589,0.2702733,-0.2091503,0.9397917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.398918,0.3528965,3.209655,1.34087,-0.3037767,-3.239318,0.006591993,0.009245887,0.002410738,0.9999327,0.7528034,1.061403,0.2832415,0.382192,-0.08671552,-0.9200047,0,0,0,1.957718,-0.7268324,-1.340812,0.5796002,-0.4007999,1.915,0.9998174,0.00494305,-0.01845875,-0.004699254,0.9999014,0.01322767,0.01852231,-0.01313852,0.9997421,static,16.04463,-12.54668,16.83914,-11.82109,4.593552074590874,-1.382719280634939,1.0759772247589625,16.090805042440344,1.0771435016336346
05/15/2023 12:46:04.962643,221,True,True,True,True,Eyes,1.339867,-0.3049395,-3.230594,0.2714547,-0.2095723,0.9393571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.398813,0.3503867,3.209926,1.340979,-0.3036479,-3.239235,0.00628872,0.009195765,0.002255215,0.9999354,0.7182301,1.055457,0.2650605,0.3821377,-0.08673006,-0.9200258,0,0,0,1.957509,-0.7257357,-1.34041,0.5796001,-0.4007999,1.915,0.9998207,0.004625798,-0.01836198,-0.00439448,0.9999107,0.0126181,0.01841871,-0.01253515,0.9997518,static,16.1182,-12.57683,16.83913,-11.82108,4.611575607108117,-1.3931658943021017,1.0444606873405995,16.07029803790032,1.0443841720185378
05/15/2023 12:46:04.972627,222,True,True,True,True,Eyes,1.33988,-0.3049477,-3.230597,0.2726907,-0.2100327,0.9388962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.399074,0.3488788,3.210012,1.341023,-0.303646,-3.239253,0.006103241,0.009217409,0.002141691,0.9999367,0.6970905,1.057806,0.25187,0.3820892,-0.08674308,-0.9200447,0,0,0,1.957541,-0.7251631,-1.340298,0.5796002,-0.4008,1.915,0.9998209,0.004395622,-0.01840751,-0.004170598,0.9999163,0.01224519,0.01845979,-0.01216623,0.9997556,static,16.19528,-12.60956,16.83914,-11.82109,4.630400493673178,-1.40450146552472,1.0179590563966707,16.048633494161024,1.0159181152962837
