,Time,Frame,EyeTrackingEnabled,EyeCalibrationValid,EyeTrackingEnabledAndValid,EyeTrackingDataValid,GazeInputSource,EyeGazeOrigin.x,EyeGazeOrigin.y,EyeGazeOrigin.z,EyeGazeDirection.x,EyeGazeDirection.y,EyeGazeDirection.z,EyeHitInfo.distance,EyeHitPosition.x,EyeHitPosition.y,EyeHitPosition.z,EyeHitNormal.x,EyeHitNormal.y,EyeHitNormal.z,LocalEyeHitPosition.x,LocalEyeHitPosition.y,LocalEyeHitPosition.z,HeadGazeOrigin.x,HeadGazeOrigin.y,HeadGazeOrigin.z,HeadRotation.x,HeadRotation.y,HeadRotation.z,HeadRotation.w,HeadEulerAngles.x,HeadEulerAngles.y,HeadEulerAngles.z,HeadMovementDirection.x,HeadMovementDirection.y,HeadMovementDirection.z,HeadVelocity.x,HeadVelocity.y,HeadVelocity.z,transform.position.x,transform.position.y,transform.position.z,localTransform.position.x,localTransform.position.y,localTransform.position.z,localXAxis.x,localXAxis.y,localXAxis.z,localYAxis.x,localYAxis.y,localYAxis.z,localZAxis.x,localZAxis.y,localZAxis.z,Movement,GazeAngleX,GazeAngleY,TargetAngleX,TargetAngleY,CalibratedGazeAngleX,CalibratedGazeAngleY,euclideanError,recalibratedEuclideanError,cosineError
0,05/16/2023 18:14:53.385496,201,True,True,True,True,Eyes,0.1420386,0.08770058,-2.326795,0.8421496,0.1522985,-0.5172904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.362019,-0.2024486,-1.69593,0.1943019,0.07236414,-2.174689,-0.03894347,0.9259697,-0.0193714,0.3750843,0.3816206,135.8805,355.0288,0.05566729,0.0375007,-0.9977421,0.02126861,-0.004696591,0.3117051,0.7356619,0.190347,-2.632588,0.05943884,0.1208457,0.6656827,-0.7155902,-0.08665276,-0.6931245,-0.05758914,0.9962163,-0.06508882,0.6961421,-0.006660483,-0.717873,moving,-58.43967,-16.40527,5.102412,10.28922,-59.352882090362,-18.736431408356804,68.92163652478679,70.68927341509813,113.96744701204321
1,05/16/2023 18:14:53.405380,202,True,True,True,True,Eyes,0.1446702,0.0878249,-2.32005,0.839058,0.1511181,-0.5226327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.342102,-0.2794871,-1.683955,0.1989212,0.07407615,-2.161018,-0.01657321,0.9266464,-0.04457695,0.3729137,4.028542,136.0276,356.3237,0.05618887,0.03751016,-0.9977127,0.01999249,-0.004414796,0.2930028,0.7382303,0.1880288,-2.632648,0.04985984,0.1185711,0.6691462,-0.7213215,-0.06396171,-0.6896408,0.002531708,0.9954764,-0.09497491,0.6925959,-0.07025339,-0.7178966,moving,-58.08204,-16.12711,4.261384,10.04837,-59.0178872450583,-18.46200736617181,67.61551796203425,69.40538730435256,115.18508219167401
2,05/16/2023 18:14:53.425743,203,True,True,True,True,Eyes,0.1474848,0.08793585,-2.313153,0.8355263,0.1514459,-0.5281665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.319541,-0.3127717,-1.682525,0.2043554,0.09020256,-2.14942,-0.02580819,0.926975,-0.04633026,0.3713555,3.825958,136.1789,355.2711,0.05678837,0.03753461,-0.997678,0.01879294,-0.004149908,0.2754227,0.74099,0.1855379,-2.632713,0.03969382,0.1165873,0.6729263,-0.7228581,-0.0822571,-0.6860831,-0.01343709,0.9943749,-0.105062,0.6908661,-0.06672597,-0.7198972,moving,-57.70153,-15.99966,3.375787,9.829165,-58.65492074497685,-18.336241742745308,66.31415273378009,68.12561075195593,116.43915036425942
3,05/16/2023 18:14:53.438725,204,True,True,True,True,Eyes,0.1504609,0.08788937,-2.306041,0.8321816,0.1509215,-0.5335696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.282809,-0.2683148,-1.705782,0.2117248,0.08973347,-2.138785,-0.03926621,0.9296078,-0.03224113,0.3650317,1.792297,137.0361,354.4572,0.05746711,0.0375723,-0.9976379,0.01766537,-0.003900914,0.2588973,0.7435299,0.1832455,-2.632773,0.02838637,0.1177262,0.6760101,-0.7304201,-0.0965424,-0.6761407,-0.04946626,0.9948373,-0.08861002,0.6812046,-0.03127638,-0.7314247,moving,-57.33324,-15.79369,2.404497,9.878908,-58.30681708465856,-18.133025032250394,65.02060834805204,66.86203743597216,117.70642649989999
4,05/16/2023 18:14:53.455680,205,True,True,True,True,Eyes,0.1535945,0.08803391,-2.298753,0.8286913,0.1501873,-0.5391795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.248243,-0.2704883,-1.716634,0.2183214,0.08595171,-2.126747,-0.02741527,0.9324366,-0.03742357,0.3583434,2.874133,137.8433,355.5238,0.05822567,0.03761554,-0.9975925,0.01660545,-0.003666859,0.2433635,0.7462316,0.180807,-2.632837,0.01613611,0.1174106,0.6790423,-0.741677,-0.07794697,-0.666213,-0.02430503,0.9956958,-0.08943837,0.6703169,-0.05014205,-0.7403792,moving,-56.95037,-15.56506,1.361266,9.8098,-57.9454955517726,-17.90745450815754,63.59347775531777,65.46402189927528,119.08914555439961
5,05/16/2023 18:14:53.475567,206,True,True,True,True,Eyes,0.1570606,0.08819234,-2.291098,0.826196,0.1475272,-0.5437241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.211856,-0.266748,-1.730051,0.2253477,0.09068535,-2.11514,-0.02135343,0.9351889,-0.03734183,0.3515271,3.143145,138.6943,356.1989,0.05906508,0.03767243,-0.9975411,0.01560912,-0.003446847,0.2287617,0.7487413,0.1785417,-2.632895,0.003108531,0.1172414,0.6823491,-0.7519454,-0.06619231,-0.6558937,-0.01368564,0.9962993,-0.08485596,0.6590832,-0.05483072,-0.7500685,moving,-56.65087,-15.18044,0.2610166,9.749376,-57.6708380187973,-17.528024989757565,62.13258856803823,64.03246351913607,120.47583377271894
6,05/16/2023 18:14:53.486068,207,True,True,True,True,Eyes,0.1606063,0.08826477,-2.283382,0.8237602,0.1444101,-0.5482381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.19083,-0.2457404,-1.734192,0.2317541,0.09115958,-2.103299,-0.01753959,0.9364776,-0.0333394,0.3486985,2.878097,139.0733,356.7798,0.05999284,0.03774282,-0.9974833,0.01467257,-0.003240037,0.215036,0.7511981,0.1763244,-2.632953,-0.01053879,0.1155995,0.6855803,-0.7562036,-0.05610167,-0.6519271,-0.009600074,0.9971617,-0.07467526,0.6542662,-0.05021114,-0.7545958,moving,-56.35499,-14.75694,-0.8806853,9.57093,-57.4011895913539,-17.110244447346318,60.57428283261257,62.50161978091992,121.93939112527907
7,05/16/2023 18:14:53.505498,208,True,True,True,True,Eyes,0.1642792,0.08830941,-2.275624,0.8211964,0.1413211,-0.5528697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.172002,-0.242334,-1.736175,0.2380521,0.0894218,-2.093312,-0.01200732,0.9374433,-0.03450389,0.3462158,3.231857,139.3845,357.3361,0.06100436,0.0378218,-0.997419,0.01379222,-0.003045634,0.2021338,0.7537032,0.1740633,-2.633012,-0.0238966,0.1143999,0.6891823,-0.7599807,-0.04640394,-0.6482868,0.001379234,0.9973306,-0.07300513,0.649944,-0.05637663,-0.757888,moving,-56.04963,-14.33856,-1.98587,9.424797,-57.1221762982177,-16.697513106867888,59.05579803242904,61.01137072325333,123.36927238992713
8,05/16/2023 18:14:53.525668,209,True,True,True,True,Eyes,0.1681515,0.08840246,-2.267744,0.8183542,0.1378243,-0.5579433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.144814,-0.2395521,-1.744973,0.2448199,0.08882605,-2.084487,-0.009953303,0.9391375,-0.03462487,0.3416475,3.33845,139.9475,357.5685,0.06209873,0.03790749,-0.9973483,0.01296468,-0.002862896,0.1900058,0.7563657,0.1716602,-2.633075,-0.03636256,0.1139681,0.6926153,-0.7663561,-0.04235404,-0.6410187,0.00496396,0.9974041,-0.07183606,0.6423972,-0.05823398,-0.7641565,moving,-55.71434,-13.87555,-3.005291,9.344146,-56.81595597227968,-16.24075466224299,57.59685867143118,59.58334336587507,124.73572209015461
9,05/16/2023 18:14:53.540833,210,True,True,True,True,Eyes,0.1722,0.0886253,-2.259805,0.8153099,0.1346269,-0.5631567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.112741,-0.259742,-1.752326,0.2520922,0.09010576,-2.074761,-0.01152534,0.9407796,-0.03910834,0.3365586,3.774324,140.5403,357.2422,0.06327847,0.03800164,-0.9972707,0.0121868,-0.002691122,0.1786054,0.7588506,0.1694173,-2.633133,-0.04778516,0.1099881,0.696178,-0.7731912,-0.0480101,-0.6323534,0.004638886,0.9966754,-0.08134256,0.6341563,-0.06582674,-0.770398,moving,-55.36611,-13.44467,-3.926583,8.977868,-56.49597705775308,-15.81568781952058,56.11412610337234,58.122814812902924,126.09830657521131
10,05/16/2023 18:14:53.555558,211,True,True,True,True,Eyes,0.1763815,0.08879632,-2.251861,0.8119686,0.1319506,-0.5685912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.079173,-0.2700381,-1.76193,0.2604168,0.09337209,-2.065283,-0.017441,0.9424453,-0.03977259,0.3315282,3.63514,141.1308,356.5966,0.0645434,0.03810924,-0.9971856,0.0114556,-0.002529655,0.1678891,0.7614545,0.1670672,-2.633194,-0.05742884,0.1051948,0.7000562,-0.77957,-0.05924583,-0.6235069,-0.006502904,0.9962279,-0.08653133,0.6262817,-0.06340261,-0.7770146,moving,-54.99789,-13.06513,-4.689735,8.545687,-56.15467740300432,-15.441260554507265,54.75342793754117,56.780401103965744,127.34034475917863
11,05/16/2023 18:14:53.575646,212,True,True,True,True,Eyes,0.1806987,0.08884003,-2.243923,0.8084861,0.1293725,-0.5741194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.049155,-0.2454558,-1.774394,0.2686989,0.0922775,-2.056389,-0.0212665,0.9442883,-0.03342578,0.326726,2.821842,141.7408,356.4407,0.06589182,0.03822676,-0.997093,0.01076826,-0.002377876,0.1578158,0.7640014,0.1647684,-2.633254,-0.06598169,0.09973779,0.703783,-0.7855954,-0.06200555,-0.6156256,-0.01832126,0.9968609,-0.07702379,0.6184689,-0.04923051,-0.7842655,moving,-54.62081,-12.69896,-5.355989,8.066054,-55.804292171037815,-15.08002042285534,53.46221464344923,55.504702990154826,128.51049145837172
